Authors,Title,Year,DOI,Link,Abstract,Index.Keywords
"Staples C.A., Weeks J., Hall J.F., Naylor C.G.",Evaluation of aquatic toxicity and bioaccumulation of c8- and c9- alkylphenol ethoxylates,1998,10.1002/etc.5620171213,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032403847&doi=10.1002%2fetc.5620171213&partnerID=40&md5=2d1ecf09527b827032e570555134d848,"The extensive database of acute and chronic aquatic toxicity data for alkylphenol ethoxylates (APEs) and selected biodegradation intermediates was reviewed and summarized for freshwater and saltwater aquatic microorganisms, algae, invertebrates, and fish inhabiting cold and warm water bodies. Most acute toxicity studies that tested APE-9 and APE-10, the most common commercially relevant APEs, reported results that ranged from about 1,000 to 10,000 μg/L. Results from studies testing alkylphenols, intermediate by- products of APE biodegradation, ranged from about 20 to 3,000 μg/L. Chronic values are a factor of about 2 to 10 lower. Although most studies used one of several common species and standard protocols to assay conventional endpoints, many nontraditional species and toxicological endpoints were also used. This toxicological database encompasses virtually all important types of aquatic habitats and classes of aquatic species. Bioaccumulation data from both laboratory and field studies indicate that alkylphenols have a low to moderate bioaccumulation potential. Fresh weight, nonlipid-based bioconcentration factors (BCFs) measured in the laboratory ranged from <1 to 1,250 for fish and 1 to 3,400 for invertebrates, whereas field bioaccumulation factors (BAFs) ranged from 6 to 487, with most values <100. Overall, these data provide an extensive and useful database to support environmental risk assessment activities.",Bioassay; Biodegradation; Database systems; Environmental impact; Ocean habitats; Risk assessment; Toxicity; Alkylphenol ethoxylates; Aquatic toxicity; Bioaccumulation; Bioconcentration factors; Chronic aquatic toxicity; Phenols; alkylphenol; fresh water; phenol derivative; sea water; acute toxicity; alga; bioaccumulation; biodegradation; chronic toxicity; ecosystem; ecotoxicity; fish; marine environment; nonhuman; priority journal; review; water contamination; algae; Animalia; Invertebrata
Scrosati B.,Power sources for portable electronics and hybrid cars: Lithium batteries and fuel cells,2005,10.1002/tcr.20054,https://www.scopus.com/inward/record.uri?eid=2-s2.0-28744442646&doi=10.1002%2ftcr.20054&partnerID=40&md5=dfa78f1148ac0749dd36678863f86c17,"The activities in progress in our laboratory for the development of batteries and fuel cells for portable electronics and hybrid car applications are reviewed and discussed. In the case of lithium batteries, the research has been mainly focused on the characterization of new electrode and electrolyte materials. Results related to disordered carbon anodes and improved, solvent-free, as well as gel-type, polymer electrolytes are particularly stressed. It is shown that the use of proper gel electrolytes, in combination with suitable electrode couples, allows the development of new types of safe, reliable, and low-cost lithium ion batteries which appear to be very promising power sources for hybrid vehicles. Some of the technologies proven to be successful in the lithium battery area are readapted for use in fuel cells. In particular, this approach has been followed for the preparation of low-cost and stable protonic membranes to be proposed as an alternative to the expensive, perfluorosulfonic membranes presently used in polymer electrolyte membrane fuel cells (PEMFCs). © 2005 The Japan Chemical Journal Forum and Wiley Periodicals, Inc.",lithium; lithium derivative; chemistry; classification; electronics; power supply; review; Electric Power Supplies; Electronics; Lithium; Lithium Compounds
"Kotzur T., Tilden S., Partridge E.A.",Liquid Ventilation in the Management of Preterm Infants,2021,10.1007/s40778-021-00192-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113720053&doi=10.1007%2fs40778-021-00192-8&partnerID=40&md5=62b30cf92127ae900a01a0e7a04b2afe,"Purpose of Review: Complications of prematurity consistently rank as the leading cause of death in children under the age of 5 and as the leading cause of death in infants in North America according to Liu et al. Lancet (2016); 388: 3027–35 and Callaghan et al. Pediatrics (2006);118: 1566–73. Despite advances in prenatal care, prematurity remains a persistent clinical problem, with 1 in 8 births occurring prematurely (prior to 37 weeks of gestation) in the USA as discussed by Frey and Klebanoff Semin Fetal Neonatal Med (2016);21: 68–73,. Advances in neonatology including gentle ventilation strategies, permissive hypercapnia, and the use of corticosteroids have led to substantial improvements in survival; however, long-term survivors of preterm birth face considerable morbidities affecting every major organ system. Chronic lung disease represents one of the most common and significant long-term complications of preterm birth and is attributable largely to iatrogenic injury due to the underdeveloped nature of the alveoli and lack of compliance of the immature lung as stated by Behrman and Butler (2007). Conventional gas-based ventilation of the premature lung leads to barotrauma, inflammation, respiratory distress syndrome (RDS), and bronchopulmonary dysplasia (BPD) as discussed by Sinha and Donn Semin Fetal Neonatal Med (2006);11: 166–73. Recent Findings: Since the discovery of perfluorocarbons (PFCs) over 70 years ago, liquid ventilation has been examined as a viable alternative to conventional gas-based mechanical ventilation in a variety of disease models, including that of extreme prematurity. PFCs are biologically inert organofluorine compounds with remarkably high gas dissolving properties due to weak intermolecular attractive forces, allowing dissolution of up to twenty times the amount of oxygen and three times the amount of carbon dioxide than water as discussed by Wesseler, Iltis, and Clark J Fluor Chem. Elsevier Sequoia S.A (1977);9: 137–46. These compounds have low surface tension, have low viscosity, are relatively dense, and have low vapor pressure (11–85 torr), permitting rapid evaporation from the lungs. One perfluorocarbon liquid of particular clinical interest is perflubron, a PFC with a bromine substituted for a primary fluorine. This compound has been used as a contrast medium and is radiographically opaque, allowing clinicians to examine lung filling in real time according to the study of Kazerooni et al. Radiology (1962);198: 137–42. Initial studies of liquid ventilation have shown increased gas exchange and alveoli recruitment, in addition to the return to fluid-filled physiology similar to that experienced during gestation, as discussed by Kylstram et al. Trans Am SOC Artif Intern Organs (1962;8: 378–83, Clark and Gollan (1966), and Schoenfisch Anid and Kylstra J Appl Physiol (1973);35: 117–21, leading to the identification of liquid ventilation as a promising intervention to support critically preterm infants. Summary: This review will summarize the history of clinical and translational research studies of liquid ventilation, with a focus on studies targeting prematurity, and will explore the areas requiring further study prior to widespread clinical implementation. © 2021, The Author(s), under exclusive licence to Springer Nature Switzerland AG.",cobrotoxin; contrast medium; corticosteroid; fluorocarbon; interleukin 1; interleukin 6; myeloperoxidase; organofluorine derivative; perfluorooctyl bromide; acute lung injury; adult respiratory distress syndrome; air interface; attractive force; cardiopulmonary function; comparative study; evaporation; extracorporeal circulation; functional residual capacity; hemodynamics; human; hypercapnia; hypothermia; iatrogenic disease; intervention study; liquid ventilation; lung alveolus surface tension; lung barotrauma; lung compliance; lung dysplasia; lung function; lung lavage; meconium aspiration; neonatology; neutrophil; positive end expiratory pressure ventilation; prematurity; respiratory distress; Review; surface tension; tidal volume; vapor pressure; ventilatory pressure; viscosity
"Tanabe M., Schaus K., Rastogi S., Krause S.K., Patel P.",Tracking humanitarian funding for reproductive health: A systematic analysis of health and protection proposals from 2002-2013,2015,10.1186/1752-1505-9-S1-S2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989180556&doi=10.1186%2f1752-1505-9-S1-S2&partnerID=40&md5=b4df05c9708d40d9d0b49213b4f646a4,"Background: The Inter-Agency Working Group on Reproductive Health in Crises conducted a ten-year global evaluation of reproductive health in humanitarian settings. This paper examines proposals for reproductive health activities under humanitarian health and protection funding mechanisms for 2002-2013, and the level at which these reproductive health proposals were funded. Methods: The study used English and French health and protection proposal data for 2002-2013, extracted from the Financial Tracking Service (FTS) database managed by the United Nations Office for the Coordination of Humanitarian Affairs. Every project was reviewed for relevance against pre-determined reproductive health definitions for 2002-2008. An in-depth analysis was additionally conducted for 2009-2013 through systematically reviewing proposals via a key word search and subsequently classifying them under designated reproductive health categories. Among the relevant reproductive health proposals, counts and proportions were calculated in Excel based on their reproductive health components, primarily by year. Contributions, requests, and unfunded requests were calculated based on the data provided by FTS. Results: Among the 11,347 health and protection proposals issued from 345 emergencies between 2002 and 2013, 3,912 were relevant to reproductive health (34.5%). The number of proposals containing reproductive health activities increased by an average of 21.9% per year, while the proportion of health and protection sector appeals containing reproductive health activities increased by an average of 10.1% per year. The total funding request over the 12 years amounted to $4.720 billion USD, of which $2.031 billion USD was received. Among reproductive health components for 2009-2013 proposals, maternal newborn health comprised the largest proportion (56.4%), followed by reproductive health-related gender-based violence (45.9%), HIV/sexually transmitted infections (37.5%), general reproductive health (26.2%), and lastly, family planning (14.9%). Conclusion: Findings show that more agencies are responding to humanitarian appeals by proposing to implement reproductive health programs and receiving increased aid over the twelve year period. While such developments are welcome, project descriptions show comparatively limited attention and programming for family planning and abortion care in particular. © 2015 Tanabe et al.",NA
"Sinclair G.M., Long S.M., Jones O.A.H.",What are the effects of PFAS exposure at environmentally relevant concentrations?,2020,10.1016/j.chemosphere.2020.127340,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086567470&doi=10.1016%2fj.chemosphere.2020.127340&partnerID=40&md5=3d5fe96e4bfea06887342216c5e58bf3,"The group of synthetic chemicals known as poly and per-fluoroalkyl substances (PFAS) are currently of high concern to environmental regulators and the public due to their widespread occurrence, resistance to degradation and reported toxicity. However, little data exists on the effects of exposure to PFAS at environmentally relevant concentrations and this hampers the effective management of these compounds. This paper reviews current research on the occurrence and ecotoxicology of PFAS at environmentally relevant doses to assess their potential biological impacts. Hazard Quotient (HQ) analysis was undertaken as part of this assessment. Most PFAS detected in the environment were found to have a HQ risk value of <1 meaning their reported concentrations are below their predicted no effect concentration. This indicates many reported toxic effects of PFAS are, theoretically, unlikely to occur outside the laboratory. However, lack of information on new PFAS as well as their precursors and degradation products, coupled with lack of knowledge of their mixture toxicity means our understanding of the risks of PFAS is incomplete, especially in regard to sub-lethal and/or chronic effects. It is proposed that the development of molecular markers for PFAS exposure are needed to aid in the development of environmental PFAS regulations that are effective in fully protecting the environment. © 2020 Elsevier Ltd",Degradation; Toxicity; Biological impacts; Degradation products; Effective management; Hazard quotients; Mixture toxicity; Molecular marker; Predicted no-effect concentrations; Synthetic chemicals; Environmental regulations; biomarker; concentration (composition); ecological impact; ecotoxicology; environmental monitoring; environmental response; environmental risk; molecular analysis; pollution exposure; regulatory approach; ecotoxicology; metabolomics; review; environmental exposure; human; procedures; alkanesulfonic acid; fluorocarbon; Alkanesulfonic Acids; Ecotoxicology; Environmental Exposure; Fluorocarbons; Humans
"Besse A., Peduzzi J., Rebuffat S., Carré-Mlouka A.",Antimicrobial peptides and proteins in the face of extremes: Lessons from archaeocins,2015,10.1016/j.biochi.2015.06.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947028409&doi=10.1016%2fj.biochi.2015.06.004&partnerID=40&md5=91938bd8124dc8b0d633d8c085196d1a,"Archaeocins are ribosomally-synthesized antimicrobial peptides or proteins produced by archaea. Halocins and sulfolobicins are produced by archaea belonging to the order Halobacteriales (Euryarchaeota) and Sulfolobales (Crenarchaeota), respectively. These weapons contribute helping the producer to prosper in spite of the microbial warfare. Given the fact that many archaea thrive in various extreme environments, archaeocins are challenged with inhospitable and destructive environmental conditions. Their structural features and mechanisms of action, which could be original, mostly remain to be deciphered. This review summarizes the present knowledge on halocins and sulfolobicins, the two classes of archaeocins that have been evidenced until now, and brings light on aspects of emerging research such as their ecological role or potential applications. Other antimicrobial compounds produced by archaea are also considered. © 2015 Elsevier B.V. and Société Française de Biochimie et Biologie Moléculaire (SFBBM). All rights reserved.",archaeocin; bacteriocin; halocin; halocin a4; halocin c8; halocin H6; halocin R1; halocin S8; halocin Sech7a; polypeptide antibiotic agent; RNA 16S; sulfolobicin; unclassified drug; archaeal protein; antimicrobial activity; biosynthesis; gene locus; Halobacteriales; ionic strength; microbial community; molecular stability; molecular weight; nonhuman; Review; Sulfolobales; amino acid sequence; archaeon; immunology; metabolism; molecular genetics; Amino Acid Sequence; Archaea; Archaeal Proteins; Bacteriocins; Molecular Sequence Data
"Krafft M.P., Riess J.G.",Per- and polyfluorinated substances (PFASs): Environmental challenges,2015,10.1016/j.cocis.2015.07.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941873906&doi=10.1016%2fj.cocis.2015.07.004&partnerID=40&md5=5e15f37dd958752d0ef77f55b8363e1d,"Long-chain perfluoroalkylated acids are persistent in the environment, leading to ubiquitous exposure of biota. They have been listed as very persistent, very bioaccumulative and toxic by Public Health Authorities. Their production and use have been regulated in most western countries but their production has increased in other geographical area. Animal studies show highly diverse and complex, product-, species- and gender-dependent pharmacodynamics and toxicity profiles. Human epidemiologic studies unveiled liver, developmental and other adverse health effects, while further effects remain inconclusive. Alternative short-chain products are technically much less performing. Alternative long-chain processing aids have not been proven environmentally advantageous. Risk assessment is difficult and highly uncertain. Little breakthrough products or technologies have yet emerged that can match the feats of fluorinated surfactants and fluorinated polymers. Radical, disruptive new solutions are needed. Meanwhile, more reasonable, more selective use of these compounds appears indispensable in order to reduce exposure while preserving their societal benefits and without penalizing developing countries. Progress in the risk management of per- and polyfluorinated substances is, however, impeded by considerable knowledge and information gaps, and will demand sustained multidisciplinary efforts. © 2015.",Bioaccumulation; Biochemistry; Developing countries; Risk assessment; Risk management; Surface active agents; Sustainable development; Toxicity; Fluorinated surfactant; Human exposures; Persistence; PFBA; PFBS; PFOA; PFOS; Pollutant; Regulation; Responsibility; Chemical resistance; fluorine derivative; perfluoro compound; polyfluorinated substance; unclassified drug; atmospheric transport; bioaccumulation; biotransformation; blood placenta barrier; degradation; developing country; environmental impact; epidemiology; fluorination; food contamination; greenhouse effect; human; microbial degradation; nonhuman; occupational exposure; pharmacodynamics; public health; Review; risk assessment; risk management; sex difference; waste water management
"Sapegin A., Krasavin M.","1,4-Diiodo-2,3,5,6-tetrafluorobenzene (DITFB) in the synthesis of polyfluorinated organic compounds",2018,10.1016/j.jfluchem.2018.02.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042650111&doi=10.1016%2fj.jfluchem.2018.02.002&partnerID=40&md5=4bd52edbecc2361ebd379d8ba156644b,"Research literaturature since 1997 related to the selective chemical transfomations of 1,4-diiodo-2,3,5,6-tetrafluorobenzene (or DITFB, 1), a polyfluorinated building block of major importance, is reviewed to reveal a major void of reliable methodologies. © 2018 Elsevier B.V.",NA
"Moldovan Z., Jover E., Bayona J.M.",Gas chromatographic and mass spectrometric methods for the characterisation of long-chain fatty acids: Application to wool wax extracts,2002,10.1016/S0003-2670(02)00401-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037119205&doi=10.1016%2fS0003-2670%2802%2900401-4&partnerID=40&md5=b4b8a8e3821ce5bec24c17a2fb9f1dc3,"A review of the existing methods for the separation, identification and quantification of fatty acids mainly by chromatography and mass spectrometry (MS) techniques is presented. Moreover, a method for the simultaneous determination of the following lipidic classes, which are constituents of the wool wax, namely fatty acids, fatty alcohols, 2-hydroxy fatty acids and 2-hydroxy fatty alcohols have been developed. Every compound class consist of normal-, iso- and anteiso-branched chain isomers. The separation of all molecular species, in the range of carbon atom number C8-C33 was achieved on a low polar capillary gas chromatograph (GC) column. Compound identification has been made by interpretation of mass spectra of mono- and di-tandem mass spectrometry (TMS) derivatives as well as on the basis of equivalent (ECL) and fractional chain length (FCL) retention parameters. The relative abundance of every compound class has been obtained as a function of carbon atom number. © 2002 Elsevier Science B.V. All rights reserved.",carbon; fatty alcohol; hydroxy fatty acid; lanolin; long chain fatty acid; analytic method; article; fatty acid analysis; gas chromatography; isomer; mass spectrometry; molecular dynamics; priority journal; quantitative analysis
"Xie X., Zhou Q., Bao Q., He Z., Bao Y.",Genotoxicity of tetracycline as an emerging pollutant on root meristem cells of wheat (Triticum aestivum L.),2011,10.1002/tox.20567,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959907908&doi=10.1002%2ftox.20567&partnerID=40&md5=4b3f7d027aa15a5961fa0792a7a74aa5,"Increasing attention has been paid to antibiotic contamination as an increasingly serious environmental issue. Tetracycline has been widely used for decades in human and veterinary medicines, with incremental residues in the environment and adverse influences on living organisms. In the present study, the genetic toxicity of tetracycline was investigated using a bioassay method with wheat (Triticum aestivum L.) root-meristem cells at a concentration range of 0.25-300 mg L-1 and exposure times of 24, 48, and 72 h. The results indicated that tetracycline at lower concentrations (0.25-1 mg L-1) stimulated cell mitotic division, whereas at 50-300 mg L-1 concentration caused a concentration-related decrease in mitotic index (MI). The lower tetracycline concentrations induced a slight increase in the frequency of micronucleus (MN), chromosomal aberration (CA), and sister chromatid exchange (SCE) in wheat root tips. However, there were significant increases in these indices at higher concentrations in concentration- and time-dependent manners, including the frequencies of MN (25-200 mg L-1), CA (10-200 mg L-1), and SCE (5-200 mg L-1), respectively. The inducement of MN, CA, and SCE decreased at 250 and 300 mg L-1 due to acute cell toxicity for all tested times. Comparatively, SCE was the most sensitive, followed by CA, with MN the least sensitive to the genotoxicity of tetracycline in wheat. These results imply that tetracycline may be genotoxic to plant cells, and exposure to tetracycline may pose a genotoxic risk to living organisms. The results also suggest that the wheat bioassay was efficient, simple, and reproducible in monitoring the genotoxicity of tetracycline in the environment. © 2010 Wiley Periodicals, Inc.",Chromosomal aberration; Cytogenetic damage; Emerging pollutants; Genetic toxicity; Micronucleus; Mitotic index; Root-meristem cell; Sister chromatid exchange; Tetracycline; Wheat bioassay; Biology; Chromosomes; Concentration (process); Pollution; Toxicity; Veterinary medicine; Bioassay; tetracycline; antibiotics; bioassay; concentration (composition); environmental issue; genotoxicity; organic pollutant; pollution exposure; risk factor; root system; toxicity test; wheat; bioassay; chromosome aberration; concentration (parameters); controlled study; cytotoxicity; genotoxicity; meristem; micronucleus; mitosis index; nonhuman; plant root; pollutant; priority journal; review; sister chromatid exchange; wheat; Anti-Bacterial Agents; Chromosome Aberrations; DNA Damage; Humans; Meristem; Micronucleus Tests; Mitosis; Mitotic Index; Mutagens; Sister Chromatid Exchange; Soil Pollutants; Tetracycline; Triticum; Triticum aestivum
"Pelegrín C.J., Flores Y., Jiménez A., Garrigós M.C.",Recent trends in the analysis of chemical contaminants in beverages,2020,10.3390/beverages6020032,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089657724&doi=10.3390%2fbeverages6020032&partnerID=40&md5=ed5f98695951dd241ec35af795a6f22d,"Chemical contaminants should not be present in beverages for human consumption, but could eventually be ingested by consumers as they may appear naturally from the environment or be produced by anthropogenic sources. These contaminants could belong to many different chemical sources, including heavy metals, amines, bisphenols, phthalates, pesticides, perfluorinated compounds, inks, ethyl carbamate, and others. It is well known that these hazardous chemicals in beverages can represent a severe threat by the potential risk of generating diseases to humans if no strict quality control is applied during beverages processing. This review compiles the most updated knowledge of the presence of potential contaminants in various types of beverages (both alcoholic and non-alcoholic), as well as in their containers, to prevent undesired migration. Special attention is given to the extraction and pre-concentration techniques applied to these samples, as well as to the analytical techniques necessary for the determination of chemicals with a potential contaminant effect. Finally, an overview of the current legislation is carried out, as well as future trends of research in this field. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",NA
"Beckley L., McMasters S., Cohen M., Cordano D., Rauch S., McHugh T.",The California GeoTracker Database: A Unique Public Resource for Understanding Contaminated Sites,2022,10.1111/gwmr.12520,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129219705&doi=10.1111%2fgwmr.12520&partnerID=40&md5=6d916510efc42eaf28d3847bfca60055,"Data mining as a research tool requires access to high quality datasets. Investigation and cleanup of contaminated sites yield large amounts of monitoring data; however, historically, these data have not been available in large, consolidated datasets. The California GeoTracker web site and database is a public repository for a wide variety of information related to investigation and remediation of cleanup sites in California. Under California regulations, responsible parties must submit laboratory analytical results for environmental samples in electronic form along with reports and other information. The GeoTracker website also supports public access to the entire database of laboratory analytical results, which, for some sites, date back to 2001. This database includes approximately 285,000,000 analytical records for more than 50,000 contaminated and formerly contaminated sites in California. Because of the large volume of publicly-available data, GeoTracker has been used as the primary data source for a number of data mining studies in the last 10 years. This article describes the GeoTracker origin story and how it has evolved to account for changes in regulatory priorities such as understanding vapor intrusion mechanisms and distribution of per- and polyfluoroalkyl substances (PFAS) in the environment, while maintaining database continuity. Finally, we review data mining projects that have utilized GeoTracker to better understand various aspects of contaminated site management. This review illustrates how long-term commitment to collection and sharing of environmental data can support the general public and the regulatory and research communities. © 2022, National Ground Water Association.",Contamination; Data mining; Environmental regulations; Large dataset; Websites; Analytical results; California; Contaminated sites; High quality; Large amounts; Public repositories; Public resources; Research tools; Web database; Web-sites; Database systems; cleanup; contaminated land; data mining; database; laboratory method; long-term change; public access; repository; World Wide Web; California; United States
"Dick A.A.S., Horslen S.",Antibody-mediated rejection after intestinal transplantation,2012,10.1097/MOT.0b013e3283533847,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861190912&doi=10.1097%2fMOT.0b013e3283533847&partnerID=40&md5=c41c613e09008da7e66c4c4bced79593,"PURPOSE OF REVIEW: In spite of impressive improvements in short-term outcomes for intestine transplant recipients, late allograft loss continues to plague the field. Attention has mostly been focused on T-cell-mediated cellular mechanisms of allograft rejection to explain these losses; however, as in other forms of solid-organ transplantation, especially kidney and heart, antibody-mediated mechanisms of acute and chronic allograft injury are increasingly being implicated. In this review, the mechanisms of B-cell- and humoral-mediated allograft injury will be briefly discussed along with the limited evidence that exist for invoking antibody-mediated rejection (AMR) as important in intestine transplantation. RECENT FINDINGS: The presence of donor-specific antibody has been reported to increase the incidence and severity of intestine allograft rejection and to worsen the overall prognosis for graft and patient. C4d staining in intestine biopsies is unreliable, and currently it is not possible to diagnose AMR with certainty in intestine transplantation. Treatment of presumed AMR in intestine recipients is purely anecdotal at this time. SUMMARY: Further basic and clinical research needs to be conducted to more confidently diagnose and treat AMR in intestinal transplantation. © 2012 Wolters Kluwer Health | Lippincott Williams & Wilkins.","azathioprine; complement component C2; complement component C2b; complement component C3; complement component C3b; complement component C4; complement component C4b; complement component C4d; complement component C5b; complement component C6; complement component C7; complement component C8; complement component C9; complement membrane attack complex; corticosteroid; eculizumab; immunoglobulin; immunoglobulin G; immunoglobulin M; mycophenolic acid 2 morpholinoethyl ester; rituximab; antibody mediated rejection; cellular immunity; complement activation; corticosteroid therapy; disease severity; drug megadose; graft rejection; human; humoral immunity; hyperacute graft rejection; immunoadsorption; immunosuppressive treatment; intestine biopsy; intestine graft; intestine transplantation; plasmapheresis; prognosis; review; splenectomy; staining; Graft Rejection; Humans; Immunity, Humoral; Intestine, Small; Organ Transplantation; Transplantation Immunology"
"Pachkowski B., Post G.B., Stern A.H.",The derivation of a Reference Dose (RfD) for perfluorooctane sulfonate (PFOS) based on immune suppression,2019,10.1016/j.envres.2018.08.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061080921&doi=10.1016%2fj.envres.2018.08.004&partnerID=40&md5=42907da172801c2020e47b2dd3e6a9cc,"Exposure to perfluorooctane sulfonate (PFOS) is ubiquitous in populations and environments worldwide. Its long half-life in humans, indefinite persistence in the environment, and awareness of its widespread presence in drinking water make the human health assessment of PFOS a priority. While developmental, endocrine, and hepatic effects, and increased serum cholesterol are among the outcomes resulting from PFOS exposure, immunosuppression has also consistently emerged as an adverse effect. An in-depth review of the relevant scientific literature on the toxicology of PFOS has identified immunosuppression as a sensitive endpoint for PFOS toxicity. Here, we focus specifically on that endpoint and provide a detailed derivation of a Reference Dose (RfD) of 1.8 × 10−6 mg/kg/day for chronic human exposure to PFOS. This RfD is based on decreased plaque-forming cell (PFC) response in mice, an endpoint that reflects suppression of the immune response to a foreign antigen. We additionally identify two endpoints in the epidemiology literature, decreased vaccine response and increased incidence of childhood infections, that are associated with PFOS exposure and that are consistent with and support the decreased PFC response endpoint from animal studies. We provide a weight of evidence analysis integrating the evidence from animal and epidemiology endpoints. Finally, we compare this RfD to the PFOS RfD derived by the United States Environmental Protection Agency (USEPA) Office of Water based on a developmental endpoint. Based on this comparison, and given our assessment, the USEPA RfD does not provide sufficient protection against the adverse health effects of PFOS. The RfD derived herein is intended to be public health protective and appropriately minimizes PFOS exposure based on available evidence. © 2018 Elsevier Inc.",drinking water; perfluorooctanesulfonic acid; alkanesulfonic acid; fluorocarbon; perfluorooctanesulfonic acid; cell; chemical compound; developmental biology; dose-response relationship; ecotoxicology; epidemiology; health monitoring; immune response; pollution exposure; public health; risk assessment; analytical parameters; cholesterol blood level; dose; immune response; immunosuppressive treatment; immunotoxicity; infection; nonhuman; plaque forming cell; priority journal; reference dose; Review; animal; child; environmental exposure; human; mouse; United States; Animalia; Mus; Alkanesulfonic Acids; Animals; Child; Environmental Exposure; Fluorocarbons; Humans; Mice
"MacCumber M.W., De Juan Jr. E.",Progress in the treatment of posterior segment trauma,1994,10.1097/00055735-199406000-00008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028214396&doi=10.1097%2f00055735-199406000-00008&partnerID=40&md5=b7df59411fb8cc29e6f48f8abdba6108,Ocular trauma remains a common cause of vision loss worldwide. Progress appears to have been made in the treatment of intraocular foreign bodies and traumatic endophthalmitis particularly with the use of early vitrectomy and intravitreal antibiotics. Recent work increasingly supports the benefit of vitrectomy in conjunction with other modern surgical techniques for the treatment of other injuries of the posterior segment. This review highlights much of the literature on ocular trauma from the previous year and discusses the merits of current and future approaches to surgical intervention.,aminoglycoside antibiotic agent; antibiotic agent; cefazolin; ceftazidime; chondroitin ABC lyase; clindamycin; fluorocarbon; gentamicin; perfluorophenanthrene; plasmin; retinoic acid; silicone oil; vancomycin; antibiotic prophylaxis; clinical trial; endophthalmitis; eye injury; human; intraocular foreign body; intravenous drug administration; intravitreal drug administration; nonhuman; priority journal; retina detachment; review; tampon; topical drug administration; vitrectomy; vitreous hemorrhage
"Kyei-Barffour I., Margetts M., Vash-Margita A., Pelosi E.",The embryological landscape of mayer-rokitansky-kuster-hauser syndrome: Genetics and environmental factors,2021,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121984655&partnerID=40&md5=6bdb088bf30a95da2b948f0b5f2bf0f9,"Mayer-Rokitansky-Küster-Hauser (MRKH) syndrome is a disorder caused by Müllerian ducts dysgenesis affecting 1 in 5000 women with a typical 46,XX karyotype. The etiology of MRKH syndrome is complex and largely unexplained. Familial clustering suggests a genetic component and the spectrum of clinical presentations seems consistent with an inheritance pattern characterized by incomplete penetrance and variable expressivity. Mutations of several candidate genes have been proposed as possible causes based on genetic analyses of human patients and animal models. In addition, studies of monozygotic twins with discordant phenotypes suggest a role for epigenetic changes following potential exposure to environmental compounds. The spectrum of clinical presentations is consistent with intricate disruptions of shared developmental pathways or signals during early organogenesis. However, the lack of functional validation and translational studies have limited our understanding of the molecular mechanisms involved in this condition. The clinical management of affected women, including early diagnosis, genetic testing of MRKH syndrome, and the implementation of counseling strategies, is significantly impeded by these knowledge gaps. Here, we illustrate the embryonic development of tissues and organs affected by MRKH syndrome, highlighting key pathways that could be involved in its pathogenesis. In addition, we will explore the genetics of this condition, as well as the potential role of environmental factors, and discuss their implications to clinical practice. © 2021.","beta catenin; bone morphogenetic protein; diethylstilbestrol; fibroblast growth factor; homeobox protein Hox-A10; methoxychlor; organochlorine pesticide; organotin compound; perfluorooctanesulfonic acid; perfluorooctanoic acid; phthalic acid; transcription factor; transcription factor DACH2; unclassified drug; Wnt4 protein; Wnt7a protein; Wnt9b protein; binding affinity; clinical feature; clinical practice; developmental toxicity; early diagnosis; embryo development; environmental factor; epigenetics; female; female genital system; genetic analysis; genetic screening; genetic variation; heredity; human; karyotype; knowledge; monozygotic twins; mouse; Muellerian duct; nonhuman; organogenesis; pathogenesis; patient counseling; phenotype; prenatal diagnosis; Review; Rokitansky syndrome; surgical technique; vagina reconstruction; validation process; wolffian duct; animal; congenital disorder; disorder of sex development; genetics; Muellerian duct; vagina; 46, XX Disorders of Sex Development; Animals; Congenital Abnormalities; Female; Humans; Mullerian Ducts; Phenotype; Vagina"
Klingenberg M.,When a common problem meets an ingenious mind,2005,10.1038/sj.embor.7400520,https://www.scopus.com/inward/record.uri?eid=2-s2.0-30944444459&doi=10.1038%2fsj.embor.7400520&partnerID=40&md5=cc5b5d293ccb365e0bf20b55ef473266,[No abstract available],"biotechnology; device; equipment design; laboratory test; medical instrumentation; medical research; medical technology; methodology; micropipette; molecular biology; priority journal; review; Equipment and Supplies; History, 20th Century; Patents; Research; Research Design"
