Authors,Title,Year,DOI,Link,Abstract,Index.Keywords
"Wang C., Zhang X., Liu Q., Zhang Q., Chen L., Ma L.",A review of conversion of lignocellulose biomass to liquid transport fuels by integrated refining strategies,2020,10.1016/j.fuproc.2020.106485,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086562865&doi=10.1016%2fj.fuproc.2020.106485&partnerID=40&md5=5dcd53b5da62ae6cd1aa613097ecdd6b,"Due to the limitations on carbon emissions, many countries are seeking potential clean, renewable and sustainable energy and fuels. Conversion of lignocellulose biomass to liquid fuel is one of the research hotpots because biomass is a renewable and sustainable resource. This paper outlines an attractive strategy for the production of liquid transport fuels from lignocellulose biomass. Specifically, hemicellulose and cellulose are converted to C5 and C6 alkanes (bio-gasoline) and C8–C15 alkanes (aviation fuel) via C5/C6 platform molecules, and lignin is converted to arenes and cyclanes via phenolic monomers and dimers through hydrodeoxygenation. The focus is to review the state-of-the-art technologies for the preparation of platform molecules, the synthesis of light/heavy alkanes, lignin depolymerization and catalytic hydrodeoxygenation. In addition, major challenges and promising prospects are also pointed out for the future development of the conversion of lignocellulose biomass to liquid transport fuels. © 2020",Biomass; Cellulose; Dimers; Fuels; Hydrocarbons; Liquids; Molecules; Paraffins; Synthesis (chemical); Attractive strategies; Biomass To Liquid; Hydrodeoxygenation; Lignin depolymerization; Platform molecules; State-of-the-art technology; Sustainable energy; Sustainable resources; Lignin; Biomass; Cellulose; Dimers; Fuels; Hydrocarbons; Liquids
"Riess J.G., Krafft M.P.",Fluorinated phosphocholine-based amphiphiles as components of fluorocarbon emulsions and fluorinated vesicles,1995,10.1016/0009-3084(94)02402-Q,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028894266&doi=10.1016%2f0009-3084%2894%2902402-Q&partnerID=40&md5=f1723bb1e7ed49f7887f32a3ada6b222,"Perfluoroalkylated phosphocholine and glycerophosphocholine derivatives, such as 1 and 2, constitute new components for colloidal systems, including emulsions and vesicles, with potential for drug delivery and other applications. When used to emulsify fluorocarbons, as for in vivo oxygen transport, such compounds can confer emulsion stability and a certain control over particle size. Considerable emulsion stabilization and improved control over particle size are also obtained by using a combination of standard phospholipids and mixed fluorocarbon-hydrocarbon compounds such as 3a or 3c. The highly fluorinated chains of 1 and 2 generate strong hydrophobic interactions, which enhance the tendency for these fluorinated amphiphiles to form vesicles (F-vesicles). This is strikingly demonstrated by the fact that even the short, single-chain perfluoroalkylated phosphocholine derivatives 1a and 1c readily form stable, heatsterilizable vesicles and other supramolecular assemblies, including globules and fibers without the need for any additive. The F-alkylated phosphatidylcholines 2 also form unusually stable, heat-sterilizable, small unilamellar vesicles with long room temperature shelf-life. The presence of a fluorinated core within the membrane of F-vesicles results in lower permeability to both hydrophilic and lipophilic encapsulated species. The solubilization of the paramagnetic probe Tempo in the membrane is, in most cases, totally suppressed. The release of entrapped 5(6)-carboxyfluorescein from F-vesicles is considerably slower than from liposomes made from hydrocarbon analogs; it is also less affected by serum components. Also noteworthy is the significantly prolonged intravascular persistence observed for F-vesicles made from 2e and 2f compared to DSPC or DSPC/cholesterol liposomes. Stable vesicles with a fluorinated core are also obtained from equimolar combinations of standard phospholipids and mixed hydrocarbon-fluorocarbon molecules such as 3. Preliminary biological results, which include very low hemolytic activity, reduced hydrolysis by PLA2 of phospholipids when combined with appropriate fluorocarbon-hydrocarbon compounds, decreased protein adsorption and phagocytic uptake in serum of microspheres coated with fluorinated surfactants and, in some cases, very high LD50 values i.v. in mice, are encouraging and should trigger further investigations on the pharmacology of such surfactants. © 1995 Elsevier Science Ireland Ltd. All rights reserved.",carboxyfluorescein; fluorocarbon; glycerophosphorylcholine; liposome; microsphere; perfluoro compound; phospholipase a2; phosphorylcholine; surfactant; adsorption; drug analysis; drug delivery system; drug development; emulsion; fluorination; hemolysis; hydrolysis; hydrophobicity; intravenous drug administration; lipid vesicle; membrane permeability; molecular stability; mouse; nonhuman; particle size; phagocytosis; priority journal; review; structure activity relation; Staphylococcus phage 3A
"Mosbah K., Ruiz-Cabello J., Berthezène Y., Crémillieux Y.",Aerosols and gaseous contrast agents for magnetic resonance imaging of the lung,2008,10.1002/cmmi.252,https://www.scopus.com/inward/record.uri?eid=2-s2.0-62449196854&doi=10.1002%2fcmmi.252&partnerID=40&md5=da1c4a4101c07771be1afec0b7a2529a,"Magnetic resonance imaging of lungs and the investigation of pulmonary pathologies with this technique are limited by low proton spin density, degraded magnetic homogeneity and motion. Inhaled contrast agents (gases or aerosols) can improve the diagnostic value of MRI for lung. Paramagnetic contrast agents such as gadolinium chelates aerosol or dioxygen gas increase the relaxivity of proton in lung parenchyma and can be used to assess the ventilated fraction of the bronchoalveolar space. Similarly, inhalation of non proton-MRI nuclei such as perfluorinated gas or hyperpolarized gases (3He or 129Xe) can provide functional ventilation image. In this review paper, the principles, the practical implementation, the limitations and possible safety issues of these different techniques are summarized. The main pre-clinical and clinical applications of these approaches based on oral contrast agents are reviewed and illustrated with cutting-edge lung MRI studies. Copyright © 2008 John Wiley &amp; Sons, Ltd.","contrast medium; fluoride 19; gadolinium chelate; gadolinium pentetate; helium 3; unclassified drug; xenon 129; contrast medium; diagnostic agent; aerosol; airway constriction; drug delivery system; drug elimination; drug half life; drug safety; fluorination; fluorine nuclear magnetic resonance; gas; human; image analysis; image quality; intermethod comparison; lung disease; lung embolism; lung emphysema; lung function; lung perfusion; lung ventilation; nonhuman; nuclear magnetic resonance imaging; oxygen concentration; oxygen tension; pneumonia; polarization; priority journal; proton nuclear magnetic resonance; review; viscosity; aerosol; animal; inhalational drug administration; methodology; reproducibility; sensitivity and specificity; Administration, Inhalation; Aerosols; Animals; Contrast Media; Humans; Lung Diseases; Magnetic Resonance Imaging; Reproducibility of Results; Sensitivity and Specificity"
Lebaron P.,"UV filters and their impact on marine life: state of the science, data gaps, and next steps",2022,10.1111/jdv.18198,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132553170&doi=10.1111%2fjdv.18198&partnerID=40&md5=0444cc7a8ae569a123286226b36af8eb,"Sunscreens containing broad-spectrum ultraviolet (UV) filters play an essential role in protecting the skin against the damage induced by sun overexposure. However, the widespread use of sunscreens and other personal care products containing these filters has led to these compounds being widely detected in the environment and being identified as emerging pollutants in marine waters. Concerns raised by laboratory studies investigating the potential impact of UV filters on coral communities have already led to bans on the use of some sunscreens in a few tourist hotspots. Although UV filter pollution may be just one of the many environmental factors impacting coral health worldwide, the media attention surrounding these studies and the legislative changes may lead patients to question dermatologists about the environmental safety of some sunscreen products. This review provides an overview of current knowledge on the impact of UV filters on marine ecosystems, concentrating on recent studies examining the effects of commonly used filters on organisms at low trophic levels and of how alternative approaches, such as metabolomics, can be used to further assess UV filter ecotoxicity. Current gaps in our knowledge are also discussed, most notably the need to increase our understanding of the longer-term fate and behaviour of UV filters in the marine environment, develop more adapted standardized ecotoxicity tests for a wider range of marine species, and evaluate the impact of UV filters on the marine food web. We then discuss future perspectives for the development of new, more environmentally friendly, filters that may enable the use of the most toxic compounds to be reduced without compromising the effectiveness of sunscreen formulations. Finally, we consider how dermatologists play a key role in educating patients on the need for a balanced approach to sun exposure, sun protection, and conservation of the marine environment. © 2022 European Academy of Dermatology and Venereology.",coral reef; ecotoxicity; fish; food web; marine environment; metabolomics; nonhuman; photodegradation; Review; sediment
Noguchi H.,Regulation of c-jun NH2-terminal kinase for islet transplantation,2019,10.3390/jcm8111763,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075324824&doi=10.3390%2fjcm8111763&partnerID=40&md5=5a7b1b2ae72634a81320f206f6af7865,"Islet transplantation has been demonstrated to provide superior glycemic control with reduced glucose lability and hypoglycemic events compared with standard insulin therapy. However, the insulin independence rate after islet transplantation from one donor pancreas has remained low. The low frequency of islet grafting is dependent on poor islet recovery from donors and early islet loss during the first hours following grafting. The reduction in islet mass during pancreas preservation, islet isolation, and islet transplantation leads to β-cell death by apoptosis and the prerecruitment of intracellular death signaling pathways, such as c-Jun NH2-terminal kinase (JNK), which is one of the stress groups of mitogen-activated protein kinases (MAPKs). In this review, we show some of the most recent contributions to the advancement of knowledge of the JNK pathway and several possibilities for the treatment of diabetes using JNK inhibitors. © 2019 by the author.","adenosine triphosphate; alpha 1 antitrypsin; anthra[1,9 cd]pyrazol 6(2h) one; caspase 3; caspase 8; caspase 9; chemokine; exendin 4; gamma interferon; intercellular adhesion molecule 1; interleukin 1beta; interleukin 6; interleukin 8; JNK interacting protein 1; macrophage chemotactic protein 1; mitogen activated protein kinase; mitogen activated protein kinase kinase 4; mitogen activated protein kinase kinase 7; perfluoro compound; prolactin; simvastatin; stress activated protein kinase; stress activated protein kinase inhibitor; synaptophysin; tumor necrosis factor; unclassified drug; apoptosis; brain death; cell function; cell isolation; cell loss; cell membrane permeability; cell viability; clinical outcome; donor; down regulation; glycemic control; human; hypoglycemia; immune response; inflammation; inner cell mass; insulin dependence; insulin synthesis; insulin treatment; islet cell recovery; necrosis; nonhuman; organ preservation; pancreas islet beta cell; pancreas islet transplantation; protein phosphorylation; Review; signal transduction; upregulation"
Sandford G.,Elemental fluorine in organic chemistry (1997-2006),2007,10.1016/j.jfluchem.2006.10.019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846175344&doi=10.1016%2fj.jfluchem.2006.10.019&partnerID=40&md5=5a34167542e781de968405025e634f6a,"The use of elemental fluorine as a reagent over the period 1997-2006 for carbon-fluorine bond formation in organic synthesis is reviewed. Recent advances in the exhaustive fluorination of ethers and esters to give perfluorinated systems, selective direct fluorination of aliphatic, aromatic, heterocyclic and carbonyl systems and the application of microreactor techniques to direct fluorination are discussed. © 2006 Elsevier B.V. All rights reserved.",NA
"Durand P., Baujard C., Mandel R., Devictor D.",New data on pediatric acute respiratory distress syndrome [Nouveautes sur le syndrome de detresse respiratoire aigue de l'enfant],1999,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032960075&partnerID=40&md5=36289f76a7e89550508bfd55902f5851,"Pediatric acute respiratory distress syndrome (ARDS) manifests clinically as acute respiratory failure with hypoxemia requiring ventilatory assistance. The pathogenesis of pediatric ARDS remains controversial. Among the many causes the most common is lower respiratory tract infection, usually due to a virus. There is general agreement that trauma related to assisted ventilation adds to or perpetuates the initial alveolocapillary insult. In patients without immunodepression or failure of other organs, the prognosis of pediatric ARDS has probably been improved by recent advances in ventilatory assistance techniques used in pediatric intensive care units. All cause mortality remains between 30% and 50%. The management of pediatric ARDS is discussed in the light of current pathophysiological concepts. Prospects for future therapeutic improvements are outlined.",assisted ventilation; data analysis; human; hypoxemia; intensive care; pathogenesis; respiratory distress; review
Twardowski Z.J.,Dialyzer reuse - Part II: Advantages and disadvantages,2006,10.1111/j.1525-139X.2006.00158.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646675811&doi=10.1111%2fj.1525-139X.2006.00158.x&partnerID=40&md5=f7b64c4123e923e67332c4e713dd9735,"Although single dialyzer use and reuse by chemical reprocessing are both associated with some complications, there is no definitive advantage to either in this respect. Some complications occur mainly at the first use of a dialyzer: a new cellophane or cuprophane membrane may activate the complement system, or a noxious agent may be introduced to the dialyzer during production or generated during storage. These agents may not be completely removed during the routine rinsing procedure. The reuse of dialyzers is associated with environmental contamination, allergic reactions, residual chemical infusion (rebound release), inadequate concentration of disinfectants, and pyrogen reactions. Bleach used during reprocessing causes a progressive increase in dialyzer permeability to larger molecules, including albumin. Reprocessing methods without the use of bleach are associated with progressive decreases in membrane permeability, particularly to larger molecules. Most comparative studies have not shown differences in mortality between centers reusing and those not reusing dialyzers, however, the largest cluster of dialysis-related deaths occurred with single-use dialyzers due to the presence of perfluorohydrocarbon introduced during the manufacturing process and not completely removed during preparation of the dialyzers before the dialysis procedure. The cost savings associated with reuse is substantial, especially with more expensive, high-flux synthetic membrane dialyzers. With reuse, some dialysis centers can afford to utilize more efficient dialyzers that are more expensive; consequently they provide a higher dose of dialysis and reduce mortality. Some studies have shown minimally higher morbidity with chemical reuse, depending on the method. Waste disposal is definitely decreased with the reuse of dialyzers, thus environmental impacts are lessened, particularly if reprocessing is done by heat disinfection. It is safe to predict that dialyzer reuse in dialysis centers will continue because it also saves money for the providers. Saving both time for the patient and money for the provider were the main motivations to design a new machine for daily home hemodialysis. The machine, developed in the 1990s, cleans and heat disinfects the dialyzer and lines in situ so they do not need to be changed for a month. In contrast, reuse of dialyzers in home hemodialysis patients treated with other hemodialysis machines is becoming less popular and is almost extinct.","biomaterial; cellophane; cellulose; cuprophane; disinfectant agent; drug derivative; ethylene oxide; hemodialysis fluid; anaphylaxis; artificial membrane; chemically induced disorder; complement activation; disinfection; drug effect; equipment; human; neutropenia; recycling; review; Anaphylaxis; Biocompatible Materials; Cellophane; Cellulose; Complement Activation; Disinfectants; Disinfection; Equipment Contamination; Equipment Reuse; Ethylene Oxide; Hemodialysis Solutions; Humans; Membranes, Artificial; Neutropenia"
"Veldtman G.R., Hartley A., Visram N., Benson L.N.",Radiofrequency applications in congenital heart disease,2004,10.1586/14779072.2.1.117,https://www.scopus.com/inward/record.uri?eid=2-s2.0-2342436037&doi=10.1586%2f14779072.2.1.117&partnerID=40&md5=43770b5e1407cd0416f3936f5e9358e7,"The relatively recent application of radiofrequency technologies in the treatment of congenital heart defects has provided a safe and effective alternative to conventional therapies in establishing endovascular patency for a variety of lesions. Radiofrequency, with typically used frequencies of approximately 500 kHz, does not cause pain and is unlikely to induce atrial or ventricular fibrillation. It can be used either to ablate (higher power (35-50W); longer duration of application (90-120 sec); lower voltage (30-50V)) or to perforate (lower power (5-10W) shorter duration of application (1-5 sec), higher voltage (150-280V)). In the past, perforating radiofrequency has been applied to establish right ventricular outflow tract patency in pulmonary atresia with intact septum and with ventricular septal defect. More recently radiofrequency has been shown to be effective at recanalizing central and peripheral vasculature and has also been applied in establishing percutaneous left heart access. A new radiofrequency catheter, dedicated to transseptal left atrial cannulation, has been demonstrated to be safe and effective in an animal model and is now ready for clinical trials. © Future Drugs Ltd. All rights reserved.","blood vessel occlusion; catheter ablation; child; congenital heart disease; equipment design; generator; heart atrium fibrillation; heart atrium septum defect; heart right ventricle outflow tract; heart ventricle fibrillation; heart ventricle septum defect; human; pain; pulmonary valve atresia; radiation energy; radiofrequency; review; vascular patency; adolescent; animal; congenital heart malformation; heart catheterization; infant; instrumentation; newborn; preschool child; Adolescent; Animals; Catheter Ablation; Child; Child, Preschool; Heart Catheterization; Heart Defects, Congenital; Humans; Infant; Infant, Newborn"
Mekni N.H.,"Nucleophilic vinyl/allyl, CF3 and CF2α perfluoroalkyl groups substitution and/or E1CB elimination reactions of fluorine atom(S) in organofluorinated compounds",2019,10.2174/1570193X15666180626130042,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071199157&doi=10.2174%2f1570193X15666180626130042&partnerID=40&md5=32862e62dc88d7890ca2b3fe7a3a72f6,"Direct substitution and elimination reactions of the fluorine atoms of difluoromethylene CF2α groups of nonspaced perfluoroalkyl chains, CF3 groups are very difficult to achieve. But, they become feasible with fluoro-alkenes, alkynes, imines or carbonyl derivatives, for which vinylic substitution and related carbanion-mediated pathways are available. In this review, we classify the major and unique fluorine substitution/elimination and rearrangement reactions and discuss their contribution to the synthesis of heterocyclic compounds. © 2019 Bentham Science Publishers.",NA
NA,"Maternal exposure to endocrine disrupting chemicals (EDCs) and preterm birth: A systematic review, meta-analysis, and meta-regression analysis",2022,NA,NA,"Preterm birth is the second most common cause of death in children under 5 years of age. The etiology of preterm birth has not yet been elucidated. Although maternal exposure to endocrine disrupting chemicals (EDCs) may increase the risk for preterm birth, associations have not been confirmed. We performed a meta-analysis to elucidate the relationships between maternal exposure to EDCs and preterm birth. A systematic search of PubMed, Ovid-EMBASE, and the Cochrane Library (CENTRAL) for relevant published studies providing quantitative data on the association between maternal EDC exposure and preterm birth in humans was conducted in July 2021. To calculate the overall estimates, we pooled the adjusted regression coefficients with 95% confidence intervals (CIs) from each study by the inverse variance method. A total of 59 studies were included. The pooled results indicated that maternal exposure to metals (OR, 1.23; 95% CI, 1.17 to 1.29) and phthalates (OR, 1.31; 95% CI, 1.21 to 1.42) was related to an increased risk for preterm birth. Specifically, maternal exposure to lead, cadmium, chromium, copper and manganese appeared to be correlated with an elevated risk for preterm birth. Additionally, maternal exposure to monoethyl phthalate (MEP), mono-2-ethyl-5-carboxypentyl phthalate (MECPP), monobenzyl phthalate (MBzP), and di (2-ethylhexyl) phthalate (DEHP) was also associated with preterm birth. In conclusion, maternal exposure to metals and phthalates may increase the risk for preterm birth based on current evidence.",NA
"Chohan A., Petaway H., Rivera-Diaz V., Day A., Colaianni O., Keramati M.","Per and polyfluoroalkyl substances scientific literature review: Water exposure, impact on human health, and implications for regulatory reform",2021,10.1515/reveh-2020-0049,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093515603&doi=10.1515%2freveh-2020-0049&partnerID=40&md5=323818848e8b2abf26d2f2ebaf733afa,"Among other emerging contaminants in water, per and polyfluoroalkyl substances (PFASs) have garnered international attention from the scientific community on a global scale. Some countries, such as the United States, have found that PFASs are present in humans on a wide scale. Although two PFASs have been widely studied—Perfluorooctanoic acid and Perfluorooctanesulfonic acid—many more PFASs are being created by industry and are either not known, not studied, or both. The objective of this literature review on PFASs is to give an overview of the information available about PFASs related to human exposure. The information from this literature review on the exposure of humans to PFASs through drinking water and the lack of many conventional drinking water treatment systems’ ability to remove PFASs (particularly short-chain PFASs) suggests that current regulatory limits are insufficient to adequately protect humans. This is especially true for particularly vulnerable populations such as infants, young children, and developing children (pubescent). The gaps in the current knowledge and in current regulatory approaches could have long-term effects on human health. © 2020 Anam Chohan et al.","drinking water; fluorocarbon; analysis; child; human; preschool child; toxicity; water pollutant; Child; Child, Preschool; Drinking Water; Fluorocarbons; Humans; Water Pollutants, Chemical"
NA,Toxicological function of adipose tissue: Focus on persistent organic pollutants,2013,NA,NA,"Background: A dipose tissue (AT) is involved in several physiological functions, including metabolic regulation, energy storage, and endocrine functions. Objectives: In this review we examined the evidence that an additional function of AT is to modulate persistent organic pollutant (POP) toxicity through several mechanisms. Methods: We reviewed the literature on the interaction of AT with POPs to provide a comprehensive model for this additional function of AT. discussion: As a storage compartment for lipophilic POPs, AT plays a critical role in the toxico-kinetics of a variety of drugs and pollutants, in particular, POPs. By sequestering POPs, AT can protect other organs and tissues from POPs overload. However, this protective function could prove to be a threat in the long run. Te accumulation of lipophilic POPs will increase total body burden. These accumulated POPs are slowly released into the bloodstream, and more so during weight loss. Thus, AT constitutes a continual source of internal exposure to POPs. In addition to its buffering function, AT is also a target of POPs and may mediate part of their metabolic effects. This is particularly relevant because many POPs induce obesogenic effects that may lead to quantitative and qualitative alterations of AT. Some POPs also induce a proinflammatory state in AT, which may lead to detrimental metabolic effects. Conclusion: AT appears to play diverse functions both as a modulator and as a target of POPs toxicity.",NA
"Shernan S.K., Collard C.D.",Role of the complement system in ischaemic heart disease potential for pharmacological intervention,2001,10.2165/00063030-200115090-00004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034770987&doi=10.2165%2f00063030-200115090-00004&partnerID=40&md5=a2a250080201f2b2db10ed8121c97d34,"The complement system is an innate, cytotoxic host defence system that normally functions to eliminate foreign pathogens. However, considerable evidence suggests that complement plays a key role in the pathophysiology of ischaemic heart disease (IHD). Experimental models of acute myocardial infarction (MI) and autopsy specimens taken from acute MI patients demonstrate that complement is selectively deposited in areas of infarction. Furthermore, inhibition of complement activation or depletion of complement components prior to myocardial reperfusion has been shown to reduce complement-mediated tissue injury in numerous animal models. IHD remains a leading cause of patient morbidity and mortality. Considerable effort in recent years has therefore been directed by biotechnology and pharmaceutical industries towards the development of novel, human complement inhibitors. Proposed anticomplement therapeutic strategies include the administration of naturally occurring or recombinant complement regulators, anticomplement monoclonal antibodies, and anticomplement receptor antagonists. Although data regarding the effectiveness of anticomplement therapy in humans is limited at present, a number of novel anticomplement therapeutic strategies are currently in clinical trials. The role of complement in IHD and potential for pharmacological intervention is reviewed.",CD11b antigen; CD18 antigen; CD59 antigen; cobrotoxin; complement; complement component C1s inhibitor; complement component C3a; complement component C3b; complement component C3b receptor; complement component C5; complement component C5a; complement component C5a receptor; complement component C5b; complement component C6; complement component C8; complement receptor; compstatin; decay accelerating factor; immunomodulating agent; interleukin 1; interleukin 6; membrane cofactor protein; monoclonal antibody; monoclonal antibody C5; monoclonal antibody c5a; nafamstat; serine proteinase; tumor necrosis factor alpha; unclassified drug; unindexed drug; zymosan; cell protection; complement activation; drug efficacy; heart muscle ischemia; heart protection; human; immunomodulation; immunopathogenesis; immunoregulation; ischemic heart disease; nonhuman; pathophysiology; priority journal; reperfusion injury; review; signal transduction
"Hunter L., O'Hagan D.",Multi-vicinal fluoroalkanes: A new class of organofluorine compounds,2008,10.1039/b809432b,https://www.scopus.com/inward/record.uri?eid=2-s2.0-49149109198&doi=10.1039%2fb809432b&partnerID=40&md5=5c904e01d95d7248cc34feda7abb79d7,"""Multi-vicinal fluoroalkanes"" are straight-chain alkanes in which each adjacent carbon atom is bonded to one fluorine atom. Such molecules may be regarded as intermediate in structure between alkanes and perfluoroalkanes. The alternate fluoromethylene groups also generate stereogenic centres, which need to be controlled during synthesis. This review will describe our recent progress in the preparation of such single isomer motifs and the study of the conformational behaviour of this new class of organofluorine compounds. © The Royal Society of Chemistry.","Arsenic compounds; Atomic physics; Atoms; Chlorine compounds; Fluorine; Fluorine compounds; Hydrocarbons; Learning systems; Paraffins; Carbon atoms; Fluoroalkanes; Fluoromethylene; New class; Organo-fluorine compounds; Perfluoroalkanes; Recent progress; Single isomers; Complexation; alkane; fluorinated hydrocarbon; chemical structure; chemistry; classification; isomerism; review; synthesis; Alkanes; Hydrocarbons, Fluorinated; Isomerism; Molecular Structure"
"Vicente M., Rico A.I.",The order of the ring: Assembly of Escherichia coli cell division components,2006,10.1111/j.1365-2958.2006.05233.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745209434&doi=10.1111%2fj.1365-2958.2006.05233.x&partnerID=40&md5=f7b88a4944761d024dc38346d28561f3,"Topological cues appear to override temporal events in the assembly of the Escherichia coli cell division ring. When a procedure that allows the recruitment of ring components based on their topological properties is used, a concerted mode of assembly of several components of the divisome, rather than a strict linear mode, is revealed. Three multimolecular complexes, the proto-ring, the periplasmic connector and the peptidoglycan factory, show some degree of concertation for their assembly. In addition, back-recruitment of all late proteins except FtsN into the division ring occurs even in the absence of proteins incorporated at earlier stages, i.e. FtsA or FtsQ. © 2006 Blackwell Publishing Ltd.","cell protein; peptidoglycan; protein FtsA; protein FtsN; protein FtsQ; unclassified drug; cell division; cell membrane; complex formation; cytoplasm; Escherichia coli; nonhuman; priority journal; protein assembly; protein domain; protein localization; protein protein interaction; review; Cell Cycle Proteins; Cell Division; Escherichia coli; Escherichia coli Proteins; Membrane Proteins; Models, Biological; Multiprotein Complexes; Peptidoglycan; Escherichia coli"
"Lenoir D., Wattenbach C., Liebman J.F.","Tetra-tert-butylethylene, fantasy, fake, or reality?",2006,10.1007/s11224-006-9061-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750430673&doi=10.1007%2fs11224-006-9061-x&partnerID=40&md5=44b5256a93230ae9b1fcad4ecbb6f414,"This paper reviews all recent attempts to prepare tetra-tert-butylethylene. Some of the synthetic pathways approached this molecule very close but failed during the last step. According to recent DFT calculations this alkene should be a stable molecule with a strain energy in the range of 93 kcal/mol. Since all synthetic approaches failed new methodologies have to be developed, that is either synthesis of the perfluoro derivative of this alkene or the reaction of the radical cation or the radical anion of di-tert-butylmethane with the carbene by a crossed beam technique in the gas phase. © 2006 Springer Science+Business Media, LLC.",Tetra
"Zhang X.-X., Gao Y., Hu X.-S., Ji C.-B., Liu Y.-L., Yu J.-S.",Recent Advances in Catalytic Enantioselective Synthesis of Fluorinated α- and β-Amino Acids,2020,10.1002/adsc.202000966,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092591070&doi=10.1002%2fadsc.202000966&partnerID=40&md5=fa1743a4243aaa4a06eb5033af1f12e6,"Enantioenriched fluorinated α- and β-amino acids are often encountered in numerous pharmaceuticals and bioactive molecules, and also of great importance as probes in PET and NMR for studying the behavior of enzymes and for incorporation into peptides and drug candidates. Among various synthetic strategies developed, catalytic enantioselective synthesis proves to be one of the most facile and powerful protocols to construct such privileged structures. The past decade has witnessed considerable progress in the catalytic enantioselective construction of chiral fluorinated α- and β-amino acid derivatives with structural diversity. In this review, we summarize these impressive achievements according to the bond-forming way of fluorinated α- or β-amino acids, respectively, and underline the remaining challenges. This information would provide important guidance and some inspiration for the researchers engaged in organic fluorine and medicinal chemistry. (Figure presented.). © 2020 Wiley-VCH GmbH",NA
NA,Nexus between perfluoroalkyl compounds (PFCs) and human thyroid dysfunction: A systematic review evidenced from laboratory investigations and epidemiological studies,2021,NA,NA,"Perfluoroalkyl compounds (PFCs) have attracted massive attention in recent years for their endocrine-disrupting potential. This review summarizes the underlying evidence on the primary fate and in vitro/vivo toxic effects of PFCs and their interactions and relationships with thyroid dysfunction and cancer induction in exposed groups, including the general population, occupationally exposed groups, highly exposed individuals, and prone subjects (pregnant women and neonates). The potential endocrine-disrupting mechanism of PFCs may include multiple processes of thyroid malfunction or hormonal imbalance. The increased level of thyroid stimulating hormone (TSH) was observed as the most consistent outcome of PFC exposure among generally exposed populations. Specifically, the levels of perfluorooctane sulfonate (PFOS) and TSH were significantly correlated among pregnant women. In some instances, the maternal PFC level was negatively correlated with the neonatal thyroxine (T4) level in serum. The PFCs and thyroid malfunction or thyroid hormone (TH) levels also revealed a potential association among the population under high-level environmental exposure, albeit not always following a strict exposure-response relationship. Moreover, occupational exposure to perfluorooctanoic acid (PFOA) showed a probable link with TH (excluding TSH) alterations in serum. Importantly, no concrete and statistically significant evidence highlighted the risk of thyroid cancer in humans exposed to PFCs. Highlights The first robust review describing the effects of PFCs on thyroid dysfunctions. PFC exposure induces sex- and age-specific responses in the human thyroid system. Serum PFOS exposure is positively correlated with TSH in pregnant women. Maternal serum PFC levels are negatively correlated with the neonate’s T4 levels. No statistical evidence supported a concrete association between PFCs and thyroid cancer. © 2020 Taylor & Francis Group, LLC.",NA
