Title,Authors,Year,Source title,Abstract,Author Keywords,Index Keywords,Publisher
Clinical review: insulin pump-associated adverse events in adults and children,"Ross P.L., Milburn J., Reith D.M., Wiltshire E., Wheeler B.J.",2015,Acta Diabetologica,"Aims: Insulin pumps are a vital and rapidly developing tool in the treatment of type 1 diabetes mellitus in both adults and children. Many studies have highlighted outcomes and assessed their potential advantages, but much of the data on adverse outcomes are limited and often based on outdated technology. We aimed to review and summarize the available literature on insulin pump-associated adverse events in adults and children. Methods: A literature search was undertaken using PubMed, EMBASE, and the Cochrane library. Articles were then screened by title, followed by abstract, and full text as needed. A by-hand search of reference lists in identified papers was also utilised. All searches were limited to English language material, but no time limits were used. Results: Current and past literature regarding insulin pump-associated adverse events is discussed, including potential metabolic and non-metabolic adverse events, in particular: pump malfunction; infusion set/site issues; and cutaneous problems. We show that even with modern technology, adverse events are common, occurring in over 40 % of users per year, with a minority, particularly in children, requiring hospital management. Hyperglycaemia and ketosis are now the most common consequences of adverse events and are usually associated with infusion set failure. This differs from older technology where infected infusion sites predominated. Conclusions: This timely review covers all potential insulin pump-associated adverse events, including their incidence, features, impacts, and contributory factors such as the pump user. The importance of ongoing anticipatory education and support for patients and families using this intensive insulin technology is highlighted, which if done well should improve the overall experience of pump therapy for users, and hopefully reduce the incidence and impact of severe adverse events. © 2015, Springer-Verlag Italia.",Adverse event; Continuous subcutaneous insulin infusion; Insulin pump; Type 1 diabetes,"insulin; insulin aspart; insulin derivative; insulin glulisine; insulin lispro; recombinant human insulin; short acting insulin; antidiabetic agent; insulin; catheter dislocation; catheter occlusion; clinical feature; clinical trial (topic); convulsion; device failure; device infection; diabetes mellitus; diabetic ketoacidosis; drug delivery system; drug hypersensitivity; erythema; heart arrest; heart fibrillation; hospital management; human; hyperglycemia; hyperkalemia; hypoglycemia; incidence; indwelling catheter; insulin pump; ketoacidosis; lipoatrophy; lipohypertrophy; medical technology; metabolic disorder; patient education; precipitation; priority journal; pump malfunction; Review; risk reduction; scar formation; skin disease; skin infection; skin irritation; skin manifestation; skin nodule; social psychology; unspecified side effect; adult; adverse effects; child; complication; Diabetes Complications; Diabetes Mellitus, Type 1; insulin infusion; meta analysis; Adult; Child; Diabetes Complications; Diabetes Mellitus, Type 1; Humans; Hypoglycemic Agents; Incidence; Insulin; Insulin Infusion Systems",Springer-Verlag Italia s.r.l.
Assfociations of perfluoroalkyl substances (PFAS) with lower birth weight: An evaluation of potential confounding by glomerular filtration rate using a physiologically based pharmacokinetic model (PBPK),"Verner M.-A., Loccisano A.E., Morken N.-H., Yoon M., Wu H., McDougall R., Maisonet M., Marcus M., Kishi R., Miyashita C., Chen M.-H., Hsieh W.-S., Andersen M.E., Clewell H.J., III, Longnecker M.P.",2015,Environmental Health Perspectives,"BACKGROUND: Prenatal exposure to perfluoroalkyl substances (PFAS) has been associated with lower birth weight in epidemiologic studies. This association could be attributable to glomerular filtration rate (GFR), which is related to PFAS concentration and birth weight. OBJECTIVES: We used a physiologically based pharmacokinetic (PBPK) model of pregnancy to assess how much of the PFAS–birth weight association observed in epidemiologic studies might be attributable to GFR. METHODS: We modified a PBPK model to reflect the association of GFR with birth weight (estimated from three studies of GFR and birth weight) and used it to simulate PFAS concentrations in maternal and cord plasma. The model was run 250,000 times, with variation in parameters, to simulate a population. Simulated data were analyzed to evaluate the association between PFAS levels and birth weight due to GFR. We compared simulated estimates with those from a meta-analysis of epidemiologic data. RESULTS: The reduction in birth weight for each 1-ng/mL increase in simulated cord plasma for perfluorooctane sulfonate (PFOS) was 2.72 g (95% CI: –3.40, –2.04), and for perfluorooctanoic acid (PFOA) was 7.13 g (95% CI: –8.46, –5.80); results based on maternal plasma at term were similar. Results were sensitive to variations in PFAS level distributions and the strength of the GFR–birth weight association. In comparison, our meta-analysis of epidemiologic studies suggested that each 1-ng/mL increase in prenatal PFOS and PFOA levels was associated with 5.00 g (95% CI: –21.66, –7.78) and 14.72 g (95% CI: –8.92, –1.09) reductions in birth weight, respectively. CONCLUSION: Results of our simulations suggest that a substantial proportion of the association between prenatal PFAS and birth weight may be attributable to confounding by GFR and that confounding by GFR may be more important in studies with sample collection later in pregnancy. © 2015 Public Health Services, US Dept of Health and Human Services. All rights reserved.",,"alkanesulfonic acid; fluorocarbon; octanoic acid derivative; perfluorooctanesulfonic acid; perfluorooctanoic acid; pollutant; adult; biological model; birth weight; computer simulation; drug effects; epidemiology; female; glomerulus filtration rate; human; maternal exposure; meta analysis; Monte Carlo method; pharmacokinetics; pollutant; pregnancy; toxicity; Adult; Alkanesulfonic Acids; Birth Weight; Caprylates; Computer Simulation; Confounding Factors (Epidemiology); Environmental Pollutants; Female; Fluorocarbons; Glomerular Filtration Rate; Humans; Maternal Exposure; Models, Biological; Monte Carlo Method; Pregnancy","Public Health Services, US Dept of Health and Human Services"
Quantitative determination of the antidepressant vortioxetine and its major human metabolite in plasma,"Kall M.A., Rohde M., Jørgensen M.",2015,Bioanalysis,"Background: Vortioxetine is a novel antidepressant that has been developed in a joint partnership between H. Lundbeck A/S and the Takeda Pharmaceutical Company, Ltd. Results: A number of bioanalytical methods have been developed in order to support the nonclinical and clinical development of the drug. Method performance, long-term stability, urine analysis, unspecific binding and metabolites analysis are presented and discussed. Conclusion: Two different method applications for the quantification of vortioxetine and its major human metabolite in human plasma, an isocratic cation exchange HPLC-MS/MS method utilizing C8-SPE sample extracts and a reversed-phase UPLC-MS/MS method with gradient elution of protein precipitated sample extracts, have been validated according to current regulatory standards and applied in support to a large number of nonclinical as well as clinical studies. © 2015 Future Science Ltd.",,"drug metabolite; protein; vortioxetine; antidepressant agent; piperazine derivative; sulfide; vortioxetine; Article; controlled study; dissociation constant; high performance liquid chromatography; human; ion exchange chromatography; mass spectrometry; measurement accuracy; measurement precision; mouse; nonhuman; precipitation; protein precipitation; quality control; quantitative analysis; standard; urinalysis; animal; dog; high performance liquid chromatography; metabolism; metabolomics; plasma; procedures; rabbit; rat; reproducibility; tandem mass spectrometry; Animals; Antidepressive Agents; Chromatography, High Pressure Liquid; Dogs; Humans; Metabolomics; Mice; Piperazines; Plasma; Rabbits; Rats; Reproducibility of Results; Sulfides; Tandem Mass Spectrometry; Urinalysis",Future Science Ltd
Investigation of thickness dependence of metal layer in Al/Mo/4H-SiC Schottky barrier diodes,"Lee S., Lee J., Kang T.-Y., Kyoung S., Jung E.S., Kim K.H.",2015,Journal of Nanoscience and Nanotechnology,"In this paper, we present the preparation and characterization of Schottky barrier diodes based on silicon carbide with various Schottky metal layer thickness values. In this structure, molybdenum and aluminum were employed as the Schottky barrier metal and top electrode, respectively. Schottky metal layers were deposited with thicknesses ranging from 1000 to 3000 Å, and top electrodes were deposited with thickness as much as 3000 Å. The deposition of both metal layers was performed using the facing target sputtering (FTS) method, and the fabricated samples were annealed with the tubular furnace at 300 °C under argon ambient for 10 min. The Schottky barrier height, series resistance, and ideality factor was calculated from the forward I-V characteristic curve using the methods proposed by Cheung and Cheung, and by Norde. For as-deposited Schottky diodes, we observed an increase of the threshold voltage (VT) as the thickness of the Schottky metal layer increased. After the annealing, the Schottky barrier heights (SBHs) of the diodes, including Schottky metal layers of over 2000 Å, increased. In the case of the Schottky metal layer deposited to 1000 Å, the barrier heights decreased due to the annealing process. This may have been caused by the interfacial penetration phenomenon through the Schottky metal layer. For variations of VT, the SBH changed with a similar tendency. The ideality factor and series resistance showed no significant changes before or after annealing. This indicates that this annealing condition is appropriate for Mo SiC structures. Our results confirm that it is possible to control VT by adjusting the thickness of the Schottky metal layer. Copyright © 2015 American Scientific Publishers.",4H-SiC; Molybdenum; Schottky diode parameters; Schottky metal layer; Thermal treatment,Annealing; Diodes; Electric resistance; Electrodes; Heat treatment; Heating furnaces; Metal analysis; Metals; Molybdenum; Semiconductor junctions; Semiconductor metal boundaries; Silicon carbide; Threshold voltage; 4H-SiC; Facing target sputtering; I-V characteristic curve; Schottky barrier heights; Schottky barrier metals; Schottky diodes; Schottky metals; Thickness dependence; Schottky barrier diodes,American Scientific Publishers
On-line sample extraction and purification for the LC-MS determination of emerging contaminants in environmental samples,"Valsecchi S., Polesello S., Mazzoni M., Rusconi M., Petrovic M.",2015,Trends in Environmental Analytical Chemistry,"In the present paper the application of on-line preparation techniques applied to LC-MS for the determination of emerging contaminants in environmental samples are critically reviewed highlighting the advantages but also the limits and the way to overcome them. Recent methods are collected in a detailed table and discussed in the text according to the different classes of compounds. The implementation of on-line SPE made possible the effective development of faster methods by reducing the analysis time and thus increasing the analytical productivity. The on-line SPE method are particularly suitable in studies where only limited sample material is available, as the sample volume can be as low as 1. mL. Most of the multiresidual methods have been developed using wettable and polar embedded reverse phases, sometimes sequentially packed with weak ionic exchangers in order to widen the polarity range of the adsorbents. On-line techniques have been also applied in cleanup of extracts of solid environmental samples, such as sediment, soil and biota, in order to minimize the ionization suppression effects from the matrix. Many applications employed RAM, often coupled to monolithic pre-concentration columns, but there is an increasing number of application of TFC for the determination of emerging pollutants in environmental samples. © 2015 Elsevier B.V.",Emerging contaminants; On-line-solid phase extraction; Perfluorinated compounds; Pharmaceuticals; Turbulent flow chromatography,,Elsevier
Size dependent ion-exchange of large mixed-metal complexes into Nafion® membranes,"Naughton E.M., Zhang M., Troya D., Brewer K.J., Moore R.B.",2015,Polymer Chemistry,"Perfluorosulfonate ionomers have been shown to demonstrate a profound affinity for large cationic complexes, and the exchange of these ions may be used to provide insight regarding Nafion® morphology by contrasting molecular size with existing morphological models. The trimetallic complex, [{(bpy)2Ru(dpp)}2RhBr2]5+, is readily absorbed by ion-exchange into Na+-form Nafion® membranes under ambient conditions. The dimensions of three different isomers of the trimetallic complex were found to be: 23.6 Å × 13.3 Å × 10.8 Å, 18.9 Å × 18.0 Å × 13.7 Å, and 23.1 Å × 12.0 Å × 11.4 Å, yielding an average molecular volume of 1.2 × 103 Å3. At equilibrium, the partition coefficient for the ion-exchange of the trimetallic complex into Nafion® from a DMF solution was found to be 5.7 × 103. Furthermore, the total cationic charge of the exchanged trimetallic complexes was found to counterbalance 86 ± 2% of the anionic SO3- sites in Nafion®. The characteristic dimensions of morphological models for the ionic domains in Nafion® were found to be comparable to the molecular dimensions of the large mixed-metal complexes. Surprisingly, SAXS analysis indicated that the complexes absorbed into the ionic domains of Nafion® without significantly changing the ionomer morphology. Given the profound affinity for absorption of these large cationic molecules, a more open-channel model for the morphology of perfluorosulfonate ionomers is more reasonable, in agreement with recent experimental findings. In contrast to smaller monometallic complexes, the time dependent uptake of the large trimetallic cations was found to be biexponential. This behavior is attributed to a fast initial ion-exchange process on the surface of the membrane, accompanied by a slower transport-limited ion-exchange for exchange sites that are buried further in the ionomer matrix. © The Royal Society of Chemistry 2015.",,Ion exchange membranes; Ionomers; Ions; Isomers; Metal complexes; Morphology; Ion exchange process; Mixed-metal complexes; Molecular dimensions; Monometallic complex; Morphological model; Partition coefficient; Perfluorosulfonate ionomers; Trimetallic complexes; Ion exchange,Royal Society of Chemistry
Three plasma metabolite signatures for diagnosing high altitude pulmonary edema,"Guo L., Tan G., Liu P., Li H., Tang L., Huang L., Ren Q.",2015,Scientific Reports,"High-altitude pulmonary edema (HAPE) is a potentially fatal condition, occurring at altitudes greater than 3,000 m and affecting rapidly ascending, non-acclimatized healthy individuals. However, the lack of biomarkers for this disease still constitutes a bottleneck in the clinical diagnosis. Here, ultra-high performance liquid chromatography coupled with Q-TOF mass spectrometry was applied to study plasma metabolite profiling from 57 HAPE and 57 control subjects. 14 differential plasma metabolites responsible for the discrimination between the two groups from discovery set (35 HAPE subjects and 35 healthy controls) were identified. Furthermore, 3 of the 14 metabolites (C8-ceramide, sphingosine and glutamine) were selected as candidate diagnostic biomarkers for HAPE using metabolic pathway impact analysis. The feasibility of using the combination of these three biomarkers for HAPE was evaluated, where the area under the receiver operating characteristic curve (AUC) was 0.981 and 0.942 in the discovery set and the validation set (22 HAPE subjects and 22 healthy controls), respectively. Taken together, these results suggested that this composite plasma metabolite signature may be used in HAPE diagnosis, especially after further investigation and verification with larger samples.",,"biological marker; adult; Altitude Sickness; blood; blood gas analysis; blood pressure; case control study; female; heart rate; high performance liquid chromatography; human; Hypertension, Pulmonary; male; mass spectrometry; metabolome; metabolomics; procedures; receiver operating characteristic; Adult; Altitude Sickness; Biomarkers; Blood Gas Analysis; Blood Pressure; Case-Control Studies; Chromatography, High Pressure Liquid; Female; Heart Rate; Humans; Hypertension, Pulmonary; Male; Mass Spectrometry; Metabolome; Metabolomics; ROC Curve",Nature Publishing Group
Treatment technologies for aqueous perfluorooctanesulfonate (PFOS) and perfluorooctanoate (PFOA): A critical review with an emphasis on field testing,"Arias Espana V.A., Mallavarapu M., Naidu R.",2015,Environmental Technology and Innovation,"Perfluorooctanesulfonic acid (PFOS) and perfluorooctanoic acid (PFOA) are used in fire-fighting foams but this is now being questioned because concerns are growing about their toxicity and impacts on the environment. Past use has resulted in their widespread accumulation in water sources, sediments and biota. They may pose risks to human health and the environment. Several technologies have been tested for removing PFOS and PFOA from water but most have only been developed at laboratory scale. This paper provides a critical review of existing methods for removing PFOS and PFOA from wastewaters with an emphasis on identifying processes that show promise for the development of practical industrial-scale remediation technologies. It is concluded that among the remediation technologies cited in the literature, removal by activated carbon has been the most widely used, with several successful field tests being reported. However, a number of limitations to the use of activated carbon exist, such as being ineffective at removing PFOA and other PFCs. Other adsorbents that have the potential to treat aqueous PFOS and PFOA include organo-clays, clay minerals and carbon nanotubes. © 2015 Elsevier B.V.",Adsorption; Filtration; Oxidation; Perfluorooctanesulfonic acid (PFOS); Perfluorooctanoic acid (PFOA); Sonochemical decomposition,,Elsevier
"Assessing emerging wastewater regulations to minimize the risk from pharmaceuticals and personal care products: A case study in Wisconsin, USA","Blair B., Kehl J., Klaper R.",2015,Management of Environmental Quality: An International Journal,"Purpose – Pharmaceutical and personal care products (PPCPs) and phosphorus are pollutants that can cause a wide array of negative environmental impacts. Phosphorus is a regulated pollutant in many industrial countries, while PPCPs are widely unregulated. Many technologies designed to remove phosphorus from wastewater can remove PPCPs, therefore the purpose of this paper is to explore the ability of these technologies to also reduce the emission of unregulated PPCPs. Design/methodology/approach – Through meta-analysis, the authors use the PPCPs’ risk quotient (RQ) to measure and compare the effectiveness of different wastewater treatment technologies. The RQ data are then applied via a case study that uses phosphorus effluent regulations to determine the ability of the recommended technologies to also mitigate PPCPs. Findings – The tertiary membrane bioreactor and nanofiltration processes recommended to remove phosphorus can reduce the median RQ from PPCPs by 71 and 81 percent, respectively. The ultrafiltration technology was estimated to reduce the median RQ from PPCPs by 28 percent with no cost in addition to the costs expected under the current phosphorus effluent regulations. RQ reduction is expected with a membrane bioreactor and the cost of upgrading to this technology was found to be $11.76 per capita/year. Practical implications – The authors discuss the management implications, including watershed management, alternative PPCPs reduction strategies, and water quality trading. Originality/value – The evaluation of the co-management of priority and emerging pollutants illuminates how the removal of regulated pollutants from wastewater could significantly reduce the emission of unregulated PPCPs. © 2015, Emerald Group Publishing Limited.",Hormones; Management; Personal care products; Pharmaceuticals; Phosphorus; PPCPs; Risk; Wastewater,,Emerald Group Publishing Ltd.
Microwave-assisted extraction of emerging pollutants in environmental and biological samples before chromatographic determination,"Sanchez-Prado L., Garcia-Jares C., Dagnac ., Llompart M.",2015,TrAC - Trends in Analytical Chemistry,"Two of the main topics of growing concern in analytical chemistry are the development of green analytical methods and the determination of emerging pollutants. One of the well-established green extraction techniques is microwave-assisted extraction (MAE). After giving a brief description of MAE principles, the present review comprehensively describes the applications of MAE in the past six years for the determination of the main families of emerging organic pollutants in the environment. Compared to other extraction techniques, MAE offers many advantages, such as great reductions in extraction time and solvent consumption, as well as the possibility of performing multiple extractions, thereby increasing sample throughput. From a technological point of view, most future application areas are likely to focus on improving the flexibility of recently introduced sequential systems with the capacity to control conditions in each extraction vessel. © 2015 Elsevier B.V..",Chromatography-mass spectrometry; Emerging organic pollutant; Environmental analysis; Flame retardant; Microwave-assisted extraction; Personal-care product; Pharmaceutical; Plasticizer; Sample preparation; Surfactant,"Chemical analysis; Chromatography; Drug products; Extraction; Flame retardants; Mass spectrometry; Plasticizers; Pollution; Surface active agents; Chromatography-mass spectrometry; Environmental analysis; Microwave-assisted extraction; Personal care products; Sample preparation; Organic pollutants; alkylbenzenesulfonic acid; alkylphenol ethoxylate derivative; anesthetic agent; antifungal agent; antiinfective agent; antiinflammatory agent; bronchodilating agent; domestic chemical; environmental, industrial and domestic chemicals; flame retardant; fragrance; organophosphate; personal care product; pesticide; phenol; phenol derivative; phthalic acid derivative; preservative; sex hormone; steroid; unclassified drug; analytic method; chemical analysis; chemical interaction; chromatography; concentration (parameters); dielectric constant; environmental exposure; environmental factor; environmental monitoring; extraction; filter; high throughput screening; human; intermethod comparison; microwave assisted extraction; nonhuman; physical chemistry; pollutant; priority journal; Review; solvent extraction; ultraviolet filter",Elsevier B.V.
Efficacy of fast track surgery in elderly patients with colorectal cancer undergoing laparoscopic treatment: A meta-analysis,"Song M.-X., Li X.-R.",2015,World Chinese Journal of Digestology,"AIM: To evaluate the efficacy of fast track surgery in elderly patients with colorectal cancer undergoing laparoscopic treatment. METHODS: We searched randomized controlled trials (RCTs), clinical controlled trials (CCTs) or case-control studies on fast track surgery in elderly patients with colorectal cancer undergoing laparoscopic treatment from databases including Wanfang, CNKI, CBM, VIP, PubMed, EMBACE and Cochrane Library between January 1989 and March 2015. Metaanalysis was performed with RevMan 5.3. RESULTS: There were 5 RCTs and 2 CCTs involving 476 patients, including 244 patients in the FTS group and 232 in the control group. Compared with the control group, the time to passage of flatus [weighted mean of difference (WMD) = -36.46, 95%CI: -40.91--32.02, P < 0.0001], time to resumption of diet/drink (WMD = -43.90, 95%CI: -48.79--39.01, P < 0.0001), time to ambulation (WMD = -6.60, 95%CI: -7.71--5.49, P < 0.0001), and hospital stay (WMD = -4.53, 95%CI: -5.13--3.92, P < 0.0001) were significantly shorter, and the incidence of postoperative complications was significantly lower in the FTS group [odds ratio (OR) = 0.18, 95%CI: 0.11-0.31, P < 0.0001]. CONCLUSION: Fast track surgery can promote bowel function recovery and decrease hospital stay time and the incidence of postoperative complications in elderly patients with colorectal cancer undergoing laparoscopic treatment. © 2015 Baishideng Publishing Group Inc. All rights reserved.",Aged; Colorectal neoplasms; Fast-track surgery; Laparoscopy; Meta-analysis,Article; colorectal cancer; controlled clinical trial (topic); flatulence; human; intestine function; laparoscopy; length of stay; meta analysis; mobilization; postoperative complication; randomized controlled trial (topic),Baishideng Publishing Group Co
Fluorine in medical microbubbles - Methodologies implemented for engineering and investigating fluorocarbon-based microbubbles,Krafft M.P.,2015,Journal of Fluorine Chemistry,"Gaseous microbubbles are being used in cardiovascular diagnostic procedures. They have further potential in diagnosis of tumours, vascular and blood flow abnormalities, as well as for targeted, ultrasound-triggered drug delivery and as intravascular mechanical devices. All the commercially available microbubble-based contrast agents comprise a fluorinated inner gas in their composition. Fluorinated components (fluorocarbon gases, self-assembling perfluoroalkylated surfactants) can play a key role in the engineering, investigation and development of microbubbles. Fluorocarbon gases provide osmotic stabilization and a co-surfactant contribution to interfacial tension reduction. Perfluoroalkylated surfactants self-assemble in aqueous media to form bubble shells with exceptional elasticity and resilience, and, optionally, effective anchorage for surface functionalization. This paper critically reviews the foremost methods used for preparing and monitoring microbubble suspensions. In particular, it identifies some common pitfalls encountered in the determination of microbubble sizes. The paper also reviews the methods used for collecting reliable data on the bubble morphology and shell structure that are required for understanding, controlling and improving their functional properties. Models for bubble shell studies include spontaneously adsorbed Gibbs films and spread Langmuir monolayers. © 2015 Published by Elsevier B.V.",Diagnosis; Fluorinated surfactant; Fluorocarbon; Microbubble; Targeted drug delivery; Ultrasound,,Elsevier
Hydrodefluorination reactions catalyzed by transition-metal complexes,"Hu J.-Y., Zhang J.-L.",2015,Organometallic Fluorine Chemistry,"Activation of the C-F bond by transition-metal catalysts not only advances fundamental understanding of the formation and reactivity of organometallic fluoride complexes but also provides a potential approach to partially fluorinated organic compounds from readily available perfluorinated bulk chemicals. Hydrodefluorination (HDF) is regarded as a simple but important reaction among various C-F functionalizations, which features a mechanistic diversity as model reactions for C-F bond activations. Following Lentz and Braun's review (Angew Chem Int Ed 52, 3328-3348, 2013), we review transition-metal-mediated HDF reactions according to periodic table from group 3-12 metals. © Springer International Publishing Switzerland 2015. All rights are reserved.",C-F activation; Catalysis; Hydrodefluorination; Transition metals,Catalysis; Catalysts; Chemical activation; Metal complexes; Organic chemicals; Organometallics; Transition metals; C-F activation; C-F bond activations; Hydrodefluorination; Mechanistic diversity; Organometallic fluorides; Partially fluorinated; Transition metal catalysts; Transition-metal-mediated; Metals,Springer International Publishing
PBDEs comprehensive review of emerging pollutants and the particular case of Mexico [Revisión global de los contaminantes emergentes pbde y el caso particular de México],"Rocha-Gutiérrez B.A., Peralta-Pérez M.D.R., Zavala-Díaz de la Serna F.J.",2015,Revista Internacional de Contaminacion Ambiental,"Polybrominated diphenyl ethers (PBDEs) are a specific group of emerging contaminants. These compounds are lipophilic, hydrophobic, nondegradable, and tend to bioaccumulate. The family of PBDEs consists of 209 isomers or congeners and their chemical structure, persistence and distribution in the environment follow similar patterns than the polybrominated biphenyls (PBBs) and the polychlorinated biphenyls (PCBs). The main application of PBDEs is as flame retardants. They are added to electronics, appliances, textiles, furniture, carpets, construction materials and polymers. Globally, North America is the main consumer of the most toxic BDEs mix (penta-BDE) for humans and environment. The highest concentrations of PBDEs have been reported in the USA in wastewater and sewage sludge. In Ciudad Juarez, Mexico, similar concentrations of PBDEs to those of the USA were found in wastewater influents. There are no regulations for PBDEs monitoring, usage and disposal. However, some countries have eliminated and decreased the production and usage of this type of compounds. The aims of this paper were to review the most important aspects of these pollutants, to analyze the concentrations previously reported in wastewater and sewage sludge and to verify its environmental regulations in Mexico. © 2015, Centro de Ciencias de la Atmosfera, UNAM. All rights reserved.",Flame retardants; Polybrominated diphenyl ethers; Sewage sludge; Wastewater,bioaccumulation; biodegradation; biomonitoring; concentration (composition); hydrophobicity; literature review; organic pollutant; PBDE; PCB; polymer; sludge; wastewater; Mexico [North America],"Centro de Ciencias de la Atmosfera, UNAM"
One drop chemical derivatization - DESI-MS analysis for metabolite structure identification,"Lubin A., Cabooter D., Augustijns P., Cuyckens F.",2015,Journal of Mass Spectrometry,"Structural elucidation of metabolites is an important part during the discovery and development process of new pharmaceutical drugs. Liquid Chromatography (LC) in combination with Mass Spectrometry (MS) is usually the technique of choice for structural identification but cannot always provide precise structural identification of the studied metabolite (e.g. site of hydroxylation and site of glucuronidation). In order to identify those metabolites, different approaches are used combined with MS data including nuclear magnetic resonance, hydrogen/deuterium exchange and chemical derivatization followed by LC-MS. Those techniques are often time-consuming and/or require extra sample pre-treatment. In this paper, a fast and easy to set up tool using desorption electrospray ionization-MS for metabolite identification is presented. In the developed method, analytes in solution are simply dried on a glass plate with printed Teflon spots and then a single drop of derivatization mixture is added. Once the spot is dried, the derivatized compound is analyzed. Six classic chemical derivatizations were adjusted to work as a one drop reaction and applied on a list of compounds with relevant functional groups. Subsequently, two successive reactions on a single spot of amoxicillin were tested and the methodology described was successfully applied on an in vitro incubated alprazolam metabolite. All reactions and analyses were performed within an hour and gave useful structural information by derivatizing functional groups, making the method a time-saving and efficient tool for metabolite identification if used in addition or in some cases as an alternative to common methods. Copyright © 2015 John Wiley & Sons, Ltd.",derivatization; DESI; mass spectrometry; metabolite; metabolite identification; MetID,"Biomolecules; Chemical analysis; Chemical compounds; Chromatography; Drops; Electrospray ionization; Liquid chromatography; Mass spectrometry; Spectrometry; Structural analysis; Derivatizations; DESI; Desorption electrospray ionization; Hydrogen/Deuterium exchange; Metabolite identification; MetID; Structural identification; Structure identification; Metabolites; alprazolam; amoxicillin; functional group; politef; Article; derivatization; desorption; desorption electrospray ionization; electrospray; in vitro study; mass spectrometry; metabolite; priority journal; bioassay; drug development; electrospray mass spectrometry; procedures; Biological Assay; Drug Discovery; Spectrometry, Mass, Electrospray Ionization",John Wiley and Sons Ltd
A systematic review on the effects of environmental exposure to some organohalogens and phthalates on early puberty,"Poursafa P., Ataei E., Kelishadi R.",2015,Journal of Research in Medical Sciences,"Early puberty is a common worldwide problem. Different parameters as genetics, metabolic diseases, obesity, as well as environmental factors may affect the age of puberty. This systematic review aims to survey the related literature on the effects of environmental pollutants and especially organohalogens and phthalates on early puberty. Materials and Methods: A systematic review of papers published in the English language was completed in January 2014. Studies on the associations of organohalogens and phthalates with the puberty time were included. A literature search was conducted in EMBASE, PubMed, Scopus, ISI Web of Science, and Cochrane Library from 1995 to January 2014; moreover manual search through references of relevant manuscripts was considered. The literature search identified 212 papers, of which 13 papers fulfilled the inclusion criteria of the current study. Two reviewers independently identified relevant papers for potential inclusion and assessed the methodological quality. Results: This review included 6572 participants in nine countries from three continents (Europe, North America, and Asia). Different studies determined the effects of pollutants on maturation signs and pubertal stages and confirmed the association of organohalogens and phthalates with early puberty. Conclusion: Based on the studied literature, environmental pollutants surround and accumulate in human societies and their adverse health effects are well documented. It can be concluded that organohalogens and phthalates are disturbing the normal process of puberty timing; especially their influence on early maturation in girls should be underscored. © 2015 Journal of Research in Medical Sciences.",Early puberty; Organohalogens; Phthalates; Systematic review,organohalogen derivative; phthalic acid; environmental exposure; health promotion; human; maturity; non communicable disease; pollutant; pollution; prepuberty; prophylaxis; Review; systematic review,Isfahan University of Medical Sciences(IUMS)
