Timestamp,Initials_data_extraction,Study_ID,Author_year,Paper_title,Publication_year,Journal,Country_firstAuthor,Review_type_claimed,Systematic_approach,Protocol,Meta_analysis,PFAS_focus,PFAS_one_many,MeSH_terms,Outcomes_PECOS,Human_animal_environment,Lab_domestic_wildlife_mixed,Species_one_many,Environment_type,Study_inclusion_start,Study_inclusion_end,N_studies,N_studies_comment,Reporting_guideline,Reporting_guideline_comment,COI_statement,COI_present,Funding_statement,No_profit_funding,Industry_funding,Funding_comment,Raw_data,Raw_data_comment,Analysis_code,Analysis_code_comment,DOI,initials_data_checked
6/14/2022 9:25:25,LR,S_127,Meng_2016,Organic contaminants in Chinese sewage sludge: a meta-analysis of the literature of the past 30 years,2016,Environmental science & technology,China,meta-analysis,Yes,No,Yes,No,Not specified,Environmental Monitoring*; Halogenated Diphenyl Ethers; Humans; Pesticides; Polychlorinated Biphenyls; Sewage / chemistry*,NA,Environment,NA,NA,Mixed,NA,2015,159,NA,No,NA,Yes,No,Yes,Yes,No,"""The present study was financially supported by the National Natural Science Foundation of China (No. 21437004), the Swedish Research Council (contract Dnr. 639-2013-6913), the Major Science and Technology Program for Water Pollution Control and Treatment (No. 2012ZX07313001), the Program for New Century Excellent Talents in University (No. NCET12-0417), the China Scholarship Council, the Collaborative Innovation Center for Regional Environmental Quality, and the Virginia G. Piper Charitable Trust (LTR 05/01/12).""",No,NA,No,NA,10.1021/acs.est.5b05583,
6/14/2022 9:52:40,LR,S_128,Chang_2016,A critical review of perfluorooctanoate and perfluorooctanesulfonate exposure and immunological health conditions in humans,2016,Critical reviews in toxicology,USA,critical review,Yes,No,No,Yes,Multiple,Alkanesulfonic Acids / poisoning*; Alkanesulfonic Acids / toxicity; Animals; Asthma / chemically induced; Asthma / epidemiology; Caprylates / poisoning*; Caprylates / toxicity; Environmental Exposure / statistics & numerical data*; Fluorocarbons / poisoning*; Fluorocarbons / toxicity; Humans; Immune System / drug effects; Immune System Diseases / chemically induced; Immune System Diseases / epidemiology*; Immunotoxins / poisoning; Immunotoxins / toxicity,"""health outcome primarily affecting the immune system, including immune cell and biomarker levels, atopic conditions, infectious diseases, autoimmune disorders, inflammatory conditions, and any other health conditions considered by the authors to be directly related to immune system function or origin""",Humans,NA,NA,NA,NA,2015,24,NA,Yes,"Rhomberg et al., 2013 (https://doi.org/10.3109/10408444.2013.832727)",Yes,Yes,Yes,No,Yes,"""This project was funded through a contract between 3M and Exponent, an international science and engineering company that provided salary compensation to J.S.M. and E.T.C. H.O.A. and P.B. were compensated with consulting fees from Exponent and had no direct correspondence with 3M related to this manuscript.""",No,NA,No,NA,10.3109/10408444.2015.1122573,
6/14/2022 10:49:49,LR,S_129,Bonde_2017,The epidemiologic evidence linking prenatal and postnatal exposure to endocrine disrupting chemicals with male reproductive disorders: a systematic review and meta-analysis,2017,Human Reproduction Update,Denmark,systematic review and meta-analysis,Yes,No,Yes,No,Multiple,"Cryptorchidism / chemically induced; Endocrine Disruptors / toxicity*; Environmental Exposure / adverse effects*; Female; Humans; Hypospadias / chemically induced; Male; Neoplasms, Germ Cell and Embryonal / chemically induced; Pregnancy; Prenatal Exposure Delayed Effects / epidemiology*; Risk Factors; Semen Analysis; Testicular Neoplasms / chemically induced; Xenobiotics / toxicity","Cryptorchidism (one or both testicles undescended) ascertained at birth or during childhood, hypospadias, testicular cancer regardless of histological subgroup, and sperm count (number of spermatozoa per volume or mass unit of seminal fluid).",Humans,NA,NA,NA,1966,2016,33,33 in SR; 21 in MA,Yes,MOOSE guidelines,Yes,No,Yes,Yes,No,"""The review was funded by InterReq ReproUnion (NYPS 20200407)""",No,NA,No,NA,10.1093/humupd/dmw036,
6/14/2022 11:35:25,LR,S_130,Verner_2015,Associations of Perfluoroalkyl Substances (PFAS) with Lower Birth Weight: An Evaluation of Potential Confounding by Glomerular Filtration Rate Using a Physiologically Based Pharmacokinetic Model (PBPK),2015,Environmental health perspectives,USA,meta-analysis,Yes,No,Yes,Yes,Multiple,"Adult; Alkanesulfonic Acids / pharmacokinetics*; Alkanesulfonic Acids / toxicity; Birth Weight / drug effects*; Caprylates / pharmacokinetics*; Caprylates / toxicity; Computer Simulation; Confounding Factors, Epidemiologic; Environmental Pollutants / pharmacokinetics*; Environmental Pollutants / toxicity; Female; Fluorocarbons / pharmacokinetics*; Fluorocarbons / toxicity; Glomerular Filtration Rate*; Humans; Maternal Exposure; Models, Biological; Monte Carlo Method; Pregnancy",NA,Humans,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,Yes,Yes,Yes,Yes,"""This study was supported by grants from DuPont and 3M, and by the Intramural Research Program of the National Institutes of Environmental Health Sciences (NIEHS), the National Institutes of Health (NIH).""",No,NA,Yes,"Information provided in supplemental materials ""MODEL CODE FOR ACSLX (AEGIS TECHNOLOGIES GROUP, INC, HUNSTVILLE, AL, USA)""",10.1289/ehp.1408837,
6/14/2022 12:00:44,LR,S_131,Ruan_2015,Methodology for studying biotransformation of polyfluoroalkyl precursors in the environment,2015,Trends in Analytical Chemistry,China,critical review,No,No,No,Yes,Multiple,"Fluorocarbons; Chromatography, Liquid; Mass Spectrometry; Biotransformation; Radioisotopes; Biota",NA,Environment,NA,NA,Mixed,NA,NA,NA,NA,No,NA,No,NA,Yes,Yes,No,"""We thank the National Basic Research Program of China (2015CB453102), the National Natural Science Foundation (21361140359, 21207140) and the Strategic Priority Research Program of the Chinese Academy of Sciences (XDB14010400) for joint financial support of the authors in the Chinese Academy of Sciences.""",No,NA,No,NA,10.1016/j.trac.2014.11.017,
6/15/2022 9:56:51,LR,S_133,Ruiz-Hernandez_2015,Environmental chemicals and DNA methylation in adults: a systematic review of the epidemiologic evidence,2015,Clinical epigenetics,Spain,systematic review,Yes,No,No,No,Multiple,"Humans; bisphenol A; hydrogen sulfite; DNA Methylation; Antimony; Arsenic; Cadmium; Nickel; Persistent Organic Pollutants; Tungsten; Alu Elements; Epigenesis, Genetic; Environmental Exposure; DNA; Mercury; High-Throughput Nucleotide Sequencing; Polycyclic Aromatic Hydrocarbons; Genomics; Polymerase Chain Reaction; Epidemiologic Studies; Longitudinal Studies",DNA methylation outcomes,Humans,NA,NA,NA,NA,2014,17,NA,No,NA,Yes,No,Yes,Yes,No,"""Maria Tellez-Plaza was supported by the Strategic Action for Research in Health sciences (CP12/03080), which is an initiative from Carlos III Health Institute Madrid and the Spanish Ministry of Economy and Competitiveness and co-funded with European Funds for Regional Development (FEDER). Ana Navas-Acien was supported by grants R01ES021367 and R01ES025216 from the National Institute of Environmental Health Sciences""",No,NA,No,NA,10.1186/s13148-015-0055-7,
6/15/2022 10:19:19,LR,S_134,Bach_2015,Perfl uoroalkyl and polyfl uoroalkyl substances and human fetal growth: A systematic review,2015,Critical reviews in toxicology,Denmark,systematic review,Yes,No,No,Yes,Multiple,Alkanesulfonic Acids / toxicity*; Animals; Birth Weight / drug effects; Caprylates / toxicity*; Environmental Exposure / adverse effects; Environmental Pollutants / toxicity; Female; Fetal Development / drug effects*; Fluorocarbons / toxicity*; Humans; Maternal Exposure / adverse effects; Pregnancy; Pregnancy Outcome,"Birth weight on the continuous scale was the primary outcome. Other outcomes derived from birth weight, such as the birth weight z-score (birth weights standardized for gender and gestational age), low birth weight (LBW; birth weight below 2500 g), and small for gestational age (SGA; birth weight below the 10th percentile for gestational age), were also included.",Humans,NA,NA,NA,2004,2013,14,NA,Yes,PRISMA Statement guideline,Yes,No,Yes,Yes,No,The work was supported by the Danish Council for Strategic Research (10-092818) and the Danish Research Council (10-082745).,No,NA,No,NA,10.3109/10408444.2014.952400,
6/15/2022 10:45:53,LR,S_135,Roth_2014,Neurodevelopmental and neurobehavioural effects of polybrominated and perfluorinated chemicals: A systematic review of the epidemiological literature using a quality assessment scheme,2014,Toxicology letters,Switzerland,systematic review,Yes,No,No,No,Multiple,Brain / drug effects*; Child; Child Behavior / drug effects*; Child Development / drug effects*; Cognition / drug effects; Female; Fetus / drug effects*; Fluorocarbons / toxicity*; Halogenated Diphenyl Ethers / toxicity*; Humans; Motor Activity / drug effects; Pregnancy,NA,Humans,NA,NA,NA,NA,NA,18,"""We found 18 articles - 10 articles for PBDEs and 8 articles for PFCs - that met our criteria""",No,NA,Yes,No,No,NA,NA,NA,No,NA,No,NA,10.1016/j.toxlet.2014.02.015,
6/16/2022 10:01:38,LR,S_136,Koustas_2014,The Navigation Guide-evidence-based medicine meets environmental health: systematic review of nonhuman evidence for PFOA effects on fetal growth,2014,Environmental health perspectives,USA,systematic review,Yes,No,Yes,Yes,One,Animals; Birth Weight / drug effects*; Caprylates / toxicity*; Environmental Health; Environmental Pollutants / toxicity; Evidence-Based Medicine; Female; Fetal Development / drug effects*; Fluorocarbons / toxicity*; Mice; Pregnancy,"The outcomes examined for mammalian species were fetal weight near term (e.g., embryonic day 18 for mice and embryonic day 21 for rats) or at birth, and/or other measures of size near term or at birth, such as length. For nonmammalian species, outcomes were weight and/or other measures of size in late stages of embryonic development.",Animals,Lab,Multiple,NA,NA,2012,21,"21 in SR, 7 in MA",Yes,The Navigation Guide systematic review method,Yes,No,Yes,Yes,No,"""This research was supported, in part, by appointments of E.K. and J.L. to the Internship/Research Participation Program at the National Center for Environmental Economics, U.S. EPA, administered by the Oak Ridge Institute for Science and Education through an interagency agreement between the U.S. Department of Energy and the U.S. EPA. T.J.W. is a member of the Philip R. Lee Institute for Health Policy Studies. Financial support for development of the PFOA case study was through grants from the New York Community Trust and the U.S. EPA through a contract with Abt Associates (GAIA-0-6-UCSF 17288). For 2009-2013, support for the development and dissemination of the Navigation Guide methodology was provided by the Clarence Heller Foundation, the Passport Foundation, the Forsythia Foundation, the Johnson Family Foundation, the Heinz Endowments, the Fred Gellert Foundation, the Rose Foundation, Kaiser Permanente, the New York Community Trust, the Philip R. Lee Institute for Health Policy Studies, the Planned Parenthood Federation of America, the National Institute of Environmental Health Sciences (grants ES018135 and ESO22841), and U.S. EPA STAR grants (RD83467801 and RD83543301).""",No,NA,No,NA,10.1289/ehp.1307177,
6/16/2022 10:33:45,LR,S_137,Lam_2014,The Navigation Guide-evidence-based medicine meets environmental health: integration of animal and human evidence for PFOA effects on fetal growth,2014,Environmental health perspectives,USA,systematic review,Yes,No,No,Yes,One,Animals; Birth Weight / drug effects; Caprylates / toxicity*; Environmental Health; Environmental Pollutants / toxicity*; Evidence-Based Medicine; Female; Fetal Development / drug effects*; Fluorocarbons / toxicity*; Humans; Maternal Exposure / adverse effects*; Pregnancy,"Human evidence: Effects on fetal growth, birth weight, and/or other measures of size, such as length. Animal evidence: Changes in fetal weight near term (e.g., embryonic day 18 for mice, embryonic day 21 for rats), birth weight, and/or other measures of size at term or birth, such as length.",Mixed,Lab,Multiple,NA,NA,2012,39,"39 in SR (21 from animal data and 18 from human data), 16 in MA (7 from animal data and 9 from human data).",Yes,The Navigation Guide systematic review method,Yes,No,Yes,Yes,No,"""The research was supported in part by appointments of J.L. and E.K. to the Internship/Research Participation Program at the National Center for Environmental Economics, U.S. EPA, administered by the Oak Ridge Institute for Science and Education through an interagency agreement between the U.S. Department of Energy and the U.S. EPA. T.J.W. is a member of the Philip R. Lee Institute for Health Policy Studies, UCSF. J.L. was partially funded by the Environmental Defense Fund (Washington, DC). This research was also funded by the U.S. EPA through a contract with Abt Associates (GAIA-0-6-UCSF 17288) and grants from the New York Community Trust. For 2009-2013, financial support for the development and dissemination of the Navigation Guide methodology on which this case study was based was provided to the UCSF Program on Reproductive Health and the Environment by the Clarence Heller Foundation, the Passport Foundation, the Forsythia Foundation, the Johnson Family Foundation, the Heinz Endowments, the Fred Gellert Foundation, the Rose Foundation, Kaiser Permanente, the New York Community Trust, the UCSF Institute for Health Policy Studies, Planned Parenthood Federation of America, the National Institute of Environmental Health Sciences (ES018135 and ESO22841), and U.S. EPA STAR grants (RD83467801 and RD83543301).""",No,NA,No,NA,10.1289/ehp.1307923,
6/16/2022 11:02:01,LR,S_138,Singh_2014,Association between environmental contaminants and health outcomes in indigenous populations of the Circumpolar North,2014,International journal of circumpolar health,Canada,systematic review,Yes,No,No,No,Multiple,Alaska; Arctic Regions; Environmental Exposure / adverse effects*; Environmental Monitoring / methods*; Environmental Pollutants / adverse effects*; Environmental Pollutants / chemistry*; Female; Health Status*; Humans; Male; Pesticides / adverse effects; Polychlorinated Biphenyls / adverse effects; Population Groups / statistics & numerical data*,NA,Humans,NA,NA,NA,NA,2014,60,NA,No,NA,Yes,No,Yes,Yes,No,"""Funding for the project is provided by the Canada Research Chair Program.""",No,NA,No,NA,10.3402/ijch.v73.25808,
6/16/2022 11:28:21,LR,S_140,Ahrens_2014,Fate and effects of poly‐and perfluoroalkyl substances in the aquatic environment: A review,2014,Environmental toxicology and chemistry,Sweden,critical review,No,No,No,Yes,Multiple,"Alkanesulfonic Acids / analysis*; Alkanesulfonic Acids / toxicity; Animals; Caprylates / analysis*; Caprylates / toxicity; Ecotoxicology; Fluorocarbons / analysis*; Fluorocarbons / toxicity; Water Pollutants, Chemical / analysis*; Water Pollutants, Chemical / toxicity",NA,Environment,NA,NA,Mixed aquatic,NA,NA,NA,NA,No,NA,No,NA,No,NA,NA,NA,No,NA,No,NA,10.1002/etc.2663,
6/16/2022 11:35:15,LR,S_141,Chang_2014,A critical review of perfluorooctanoate and perfluorooctanesulfonate exposure and cancer risk in humans,2014,Critical reviews in toxicology,USA,critical review,No,No,No,Yes,Multiple,Alkanesulfonic Acids / toxicity*; Animals; Caprylates / toxicity*; Environmental Exposure / adverse effects; Fluorocarbons / toxicity*; Humans; Neoplasms / epidemiology*; Neoplasms / etiology; Neoplasms / pathology; Occupational Exposure / adverse effects; Risk,NA,Humans,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,Yes,Yes,No,Yes,"""The work of all authors on this manuscript was supported by the 3M Company. 3M was not involved in the preparation or approval of the manuscript. The fi ndings and conclusions in this manuscript are those of the authors and do not necessarily represent the views of 3M. JSM and ETC are consultants to 3M, PB consulted to industry on PFOA issues, and TBS serves pro bono as chairman of the North Carolina Science Advisory Board for Toxic Air Pollutants, which, upon special request from the North Carolina Division of Water Quality, reviewed and recently recommended a two-fold reduction of the Interim Maximum Allowable Level of PFOA in North Carolina groundwater. HOA and PC declare no other potential confl icts of interest in the past 5 years.""",No,NA,No,NA,10.3109/10408444.2014.905767,
6/20/2022 11:14:00,LR,S_143,Floehr_2013,Solution by dilution?-A review on the pollution status of the Yangtze River,2013,Environmental Science and Pollution Research,Germany,critical review,Yes,No,No,No,Multiple,"Animals; Benzofurans / analysis; China; Dibenzofurans, Polychlorinated; Dioxins / analysis; Environmental Monitoring; Halogenated Diphenyl Ethers / analysis; Humans; Hydrocarbons, Chlorinated / analysis; Pesticides / analysis; Polychlorinated Biphenyls / analysis; Polycyclic Aromatic Hydrocarbons / analysis; Rivers / chemistry*; Waste Water / statistics & numerical data; Water Pollutants, Chemical / analysis; Water Pollution, Chemical / statistics & numerical data*",NA,Environment,NA,NA,Freshwater,1990,2012,84,NA,No,NA,No,NA,Yes,Yes,No,"""Our review has been carried out as part of the MICROTOX project (“Transformation, Bioaccumulation and Toxicity of Organic Micropollutants in the Yangtze Three Gorges Reservoir”), which is integrated into the joint environmental research program “Yangtze-Hydro-Sustainable Management of the Newly Created Ecosystem at the Three Gorges Dam” (Bergmann et al. 2012; http:// www.yangtze-project.de). The project has been financed by the Federal Ministry of Education and Research, Germany (BMBF) as part of the research cluster “Pollutants/Water/Sediment-Impacts of Transformation and Transportation Processes on the Yangtze Water Quality.” The review was also supported by a personal grant to Hongxia Xiao by the scholarship program of the Chinese Scholarship Council.""",No,NA,No,NA,10.1007/s11356-013-1666-1,
6/20/2022 11:39:04,LR,S_144,Taylor_2013,Evaluation of the association between persistent organic pollutants (POPs) and diabetes in epidemiological studies: a national toxicology program workshop review,2013,Environmental health perspectives,USA,systematic review,Yes,No,No,No,Multiple,"Animals; Diabetes Mellitus, Type 2 / chemically induced; Diabetes Mellitus, Type 2 / epidemiology*; Environmental Exposure*; Environmental Pollutants / analysis; Environmental Pollutants / toxicity*; Humans; Hydrocarbons, Chlorinated / analysis; Hydrocarbons, Chlorinated / toxicity; Mice; Obesity / chemically induced; Obesity / epidemiology; Rats",NA,Humans,NA,NA,NA,NA,2010,43,NA,No,NA,Yes,No,No,NA,NA,NA,No,NA,No,NA,10.1289/ehp.1205502,
6/20/2022 13:09:45,LR,S_145,Ferguson_2013,Environmental contaminant exposures and preterm birth: a comprehensive review,2013,Journal of Toxicology and Environmental Health,USA,comprehensive review,Yes,No,Yes,No,Multiple,"Air Pollutants / adverse effects; Dioxins / adverse effects; Drinking Water / adverse effects; Environmental Exposure / adverse effects*; Female; Humans; Hydrocarbons, Chlorinated / adverse effects; Metals / adverse effects; Pesticides / adverse effects; Polychlorinated Biphenyls / adverse effects; Pregnancy / drug effects; Premature Birth / chemically induced*; Water Pollutants, Chemical / adverse effects",NA,Humans,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,No,NA,NA,NA,No,NA,No,NA,10.1080/10937404.2013.775048,
6/21/2022 10:45:46,LR,S_147,Krol_2013,Human hair as a biomarker of human exposure to persistent organic pollutants (POPs),2013,Trends in Analytical Chemistry,Poland,critical review,No,No,No,No,Multiple,Humans; Hair Analysis; Persistent Organic Pollutants; Hair; Biomarkers,NA,Humans,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,No,NA,NA,NA,No,NA,No,NA,10.1016/j.trac.2013.02.010,
6/21/2022 10:53:40,LR,S_148,Saikat_2013,The impact of PFOS on health in the general population: a review,2013,Environmental Science: Processes & Impacts,UK,systematic review,Yes,No,No,Yes,One,Alkanesulfonic Acids / analysis; Alkanesulfonic Acids / metabolism*; Alkanesulfonic Acids / toxicity; Biomarkers / metabolism; Environmental Exposure / statistics & numerical data*; Environmental Pollutants / analysis; Environmental Pollutants / metabolism*; Environmental Pollutants / toxicity; Fluorocarbons / analysis; Fluorocarbons / metabolism*; Fluorocarbons / toxicity,NA,Humans,NA,NA,NA,NA,2011,15,NA,No,NA,No,NA,No,NA,NA,NA,No,NA,No,NA,10.1039/c2em30698k,
6/21/2022 11:05:02,LR,S_149,Post_2012,"Perfluorooctanoic acid (PFOA), an emerging drinking water contaminant: a critical review of recent literature",2012,Environmental research,USA,critical review,No,No,No,Yes,One,"Caprylates / analysis*; Caprylates / blood; Drinking Water / analysis*; Drinking Water / standards*; Environmental Exposure / analysis*; Fluorocarbons / analysis*; Fluorocarbons / blood; Humans; United States; Water Pollutants, Chemical / analysis*; Water Pollutants, Chemical / blood",NA,Environment,NA,NA,Freshwater,NA,NA,NA,NA,No,NA,Yes,No,Yes,No,No,"""This review was written as part of the authors' employment at their respective institutions, and there was no external financial support for this work.""",No,NA,No,NA,10.1016/j.envres.2012.03.007,
6/21/2022 11:32:00,LR,S_150,Houde_2011,Monitoring of perfluorinated compounds in aquatic biota: an updated review: PFCs in aquatic biota,2011,Environmental science & technology,Canada,critical review,No,No,No,Yes,Multiple,"Animals; Aquatic Organisms / metabolism*; Biota*; Environmental Monitoring / methods*; Fluorocarbons / analysis*; Fluorocarbons / chemistry; Humans; Water Pollutants, Chemical / analysis*; Water Pollutants, Chemical / chemistry; Water Pollution / analysis",NA,Animals,Wildlife,Multiple,NA,NA,NA,NA,NA,No,NA,No,NA,No,NA,NA,NA,Yes,"Raw data in supplemental materials. However, data are not in a computer-readable format.",No,NA,10.1021/es104326w,
6/21/2022 11:40:38,LR,S_151,Mercier_2011,"Organic contamination of settled house dust, a review for exposure assessment purposes",2011,Environmental science & technology,France,critical review,No,No,No,No,Not specified,"Air Pollutants / analysis*; Air Pollutants / chemistry; Air Pollution, Indoor / analysis*; Dust / analysis*; Environmental Exposure / analysis*; Environmental Monitoring; Humans",NA,Environment,NA,NA,Other,2001,2011,NA,NA,No,NA,Yes,No,Yes,Yes,No,"""This work was supported by the French Agency for Environmental and Occupational Health Safety (AFSSET).""",Yes,"Raw data in supplemental materials. However, data are not in a computer-readable format.",No,NA,10.1021/es200925h,
6/21/2022 11:45:33,LR,S_152,Rayne_2009,"Perfluoroalkyl sulfonic and carboxylic acids: A critical review of physicochemical properties, levels and patterns in waters and wastewaters, and treatment methods",2009,Journal of Environmental Science and Health,Canada,critical review,No,No,No,Yes,Multiple,"Alkanesulfonic Acids / chemistry*; Fatty Acids / chemistry*; Fluorocarbons / chemistry*; Humans; Micelles; Solubility; Volatilization; Waste Disposal, Fluid / methods*; Water / chemistry*; Water Purification; Water Supply / analysis*",NA,Environment,NA,NA,Mixed aquatic,NA,NA,NA,NA,No,NA,No,NA,Yes,Yes,No,"""S.R. thanks the Natural Sciences and Engineering Research Council (NSERC) of Canada for partial financial support of this work.""",No,NA,No,NA,10.1080/10934520903139811,
6/22/2022 10:14:45,LR,S_154,Conder_2008,Are PFCAs bioaccumulative? A critical review and comparison with regulatory criteria and persistent lipophilic compounds,2008,Environmental science & technology,USA,critical review,No,No,No,Yes,Multiple,Animals; Conservation of Natural Resources / legislation & jurisprudence; Fluorocarbons / metabolism*,NA,Environment,NA,NA,Mixed,NA,NA,NA,NA,No,NA,No,Yes,Yes,No,Yes,"""Funding for this review was provided by E.I. duPont de Nemours and Company, Inc.""",No,NA,No,NA,10.1021/es070895g,
6/22/2022 10:26:00,LR,S_155,Wang_2008,The research of human exposure to polybrominated diphenyl ethers and perfluoroocatane sulfonate,2008,Chinese Science Bulletin,China,critical review,No,No,No,No,One,Humans; Halogenated Diphenyl Ethers; Polychlorinated Biphenyls; Bioaccumulation; Data Analysis; Environmental Science; Environmental Pollutants,NA,Humans,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,Yes,Yes,No,"""Supported by the Chinese Academy of Sciences (Grant No. KJCX2-YW-H04) and the National Natural Science Foundation of China (Grant Nos. 20737003 and 20707033).""",No,NA,No,NA,10.1007/s11434-008-0122-y,
6/22/2022 11:16:55,LR,S_156,Barhoumi_2022,A review on per-and polyfluorinated alkyl substances (PFASs) in microplastic and food-contact materials,2022,Environmental Research,Principality of Monaco,systematic review,Yes,No,No,Yes,Multiple,"Ecosystem; Fluorocarbons* / analysis; Humans; Microplastics; Plastics; Water Pollutants, Chemical* / analysis",NA,Environment,NA,NA,Other,2010,2021,32,26 on the occurrence and migration of PFASs from food contact materials and 6 on the occurrence and sorption/desorption of PFASs on microplastics.,No,NA,Yes,No,Yes,Yes,No,"""This research work has been funded by the US through the Peaceful Uses Initiatives (PUI) program under the project of “Implementation of a comprehensive sampling and analytical methodology to determine and trace oil pollution in marine waters (Phase II - Marine plastics: tackling the challenge using nuclear applications)”.""",No,NA,No,NA,10.1016/j.envres.2021.112595,
6/22/2022 11:34:02,LR,S_157,Rosato_2022,How to investigate human health effects related to exposure to mixtures of per-and polyfluoroalkyl substances: A systematic review of statistical methods,2022,Environmental Research,Italy,systematic review,Yes,No,No,Yes,Multiple,Alkanesulfonic Acids*; Bayes Theorem; Child; Environmental Pollutants* / toxicity; Europe; Fluorocarbons* / toxicity; Humans; Thyroid Hormones,Any type of effect on human health,Humans,NA,NA,NA,2011,2021,53,NA,Yes,PRISMA Statement guideline,Yes,No,Yes,Yes,No,"""REGIONE VENETO (IT) through “Consorzio per la Ricerca Sanitaria - CORIS” (DGRV n. 1894, 29/12/2020) supported this research with a grant to Cristina Canova. The funder had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.""",No,NA,No,NA,10.1016/j.envres.2021.112565,
6/22/2022 11:53:19,LR,S_158,Wu_2022,"Maternal exposure to endocrine disrupting chemicals (EDCs) and preterm birth: A systematic review, meta-analysis, and meta-regression analysis",2022,Environmental Pollution,China,systematic review and meta-analysis,Yes,No,Yes,No,Multiple,"Child; Child, Preschool; Endocrine Disruptors*; Environmental Exposure; Environmental Pollutants*; Female; Humans; Infant, Newborn; Maternal Exposure; Phthalic Acids* / toxicity; Pregnancy; Premature Birth* / chemically induced; Premature Birth* / epidemiology; Regression Analysis",preterm birth,Humans,NA,NA,NA,1990,2021,59,59 in SR and MA,Yes,PRISMA Statement guideline,Yes,No,Yes,Yes,No,"""This study was supported by the National Natural Science Foundation of China (NO.81771566, NO.81801521), the Postgraduate Research Innovation Project of Chongqing Medical University (CYB20158), and the Chongqing Science & Technology Commission (No. cstc2018jcyjAX0270).""",No,NA,No,NA,10.1016/j.envpol.2021.118264,
6/23/2022 9:15:14,LR,S_159,Margolis_2021,"Associations between Exposures to Perfluoroalkyl Substances and Diabetes, Hyperglycemia, or Insulin Resistance: A Scoping Review",2021,Journal of xenobiotics,USA,scoping review,Yes,No,No,Yes,Multiple,"Infant; Fluorocarbons; Drinking Water; Diabetes, Gestational; Birth Weight; Diabetes Mellitus, Type 2; Diabetes Mellitus, Type 1; Human Body; Insulin Resistance; Prediabetic State; Neoplasms; Environmental Pollutants; Glucose; Hyperglycemia; Surface-Active Agents; PubMed; Bibliometrics; Humans; Pregnancy; Female","adverse metabolic outcomes, including obesity, non-alcoholic fatty liver disease, diabetes, cardiovascular disease, and chronic kidney disease",Humans,NA,NA,NA,NA,NA,39,NA,Yes,PRISMA Statement guideline,Yes,No,Yes,Yes,No,"""Support for R.M. was provided by the SDSU Summer Undergraduate Research Program. Support for K.E.S. was provided by the National Institutes of Health (K01ES031640 and U54MD012397).""",No,NA,No,NA,10.3390/jox11030008,
6/23/2022 9:39:07,LR,S_160,Dai_2020,Early-life exposure to widespread environmental toxicants and maternal-fetal health risk: A focus on metabolomic biomarkers,2020,Science of the Total Environment,China,systematic review,Yes,No,No,No,Multiple,Biomarkers; Environmental Exposure; Female; Fetus; Hazardous Substances*; Humans; Maternal Exposure; Maternal Health*; Metabolomics; Pregnancy,NA,Humans,NA,NA,NA,NA,2019,15,NA,Yes,PRISMA Statement guideline,Yes,No,Yes,Yes,No,"""This work was supported by the National Natural Science Foundation of China (21876065).""",No,NA,No,NA,10.1016/j.scitotenv.2020.139626,
6/23/2022 10:14:08,LR,S_162,Bliatka_2020,The effects of postnatal exposure of endocrine disruptors on testicular function: a systematic review and a meta-analysis,2020,Hormones,Greece,systematic review and meta-analysis,Yes,No,Yes,No,Multiple,Adult; Endocrine Disruptors / adverse effects*; Environmental Exposure*; Humans; Male; Semen*; Testicular Diseases / chemically induced*,"outcome of interest: seminal parameters: volume, sperm concentration, progressive motility, total motility, morphology; reproductive hormone concentrations: follicle-stimulating hormone (FSH), luteinizing hormone (LH), total testosterone, and inhibin B.",Humans,NA,NA,NA,NA,2019,71,"71 in SR, 13 in MA",No,NA,Yes,No,No,NA,NA,NA,No,NA,No,NA,10.1007/s42000-019-00170-0,
6/23/2022 15:50:47,LR,S_164,Mouly_2016,Breast cancer and persistent organic pollutants (excluding DDT): a systematic literature review,2016,Environmental Science and Pollution Research,Australia,systematic review,Yes,No,No,No,Multiple,Breast Neoplasms / chemically induced*; Environmental Exposure / adverse effects*; Environmental Pollutants / chemistry; Environmental Pollutants / toxicity*; Female; Humans; Organic Chemicals,Histologically confirmed breast cancer,Humans,NA,NA,NA,2006,2015,15,NA,No,NA,No,NA,Yes,Yes,No,"""LMLT is partly funded by an ARC DECRA (DE120100161)""",No,NA,No,NA,10.1007/s11356-016-7577-1,
6/24/2022 9:57:52,LR,S_165,Rosen_2018,Environmental contaminants and preeclampsia: a systematic literature review,2018,Journal of Toxicology and Environmental Health,USA,systematic review,Yes,No,No,No,Not specified,Environmental Exposure / analysis*; Environmental Monitoring; Environmental Pollutants / toxicity*; Female; Humans; Incidence; Pre-Eclampsia / chemically induced; Pre-Eclampsia / epidemiology*; Pregnancy,preeclampsia,Humans,NA,NA,NA,NA,2018,28,NA,No,NA,Yes,No,Yes,Yes,No,"""This research was supported by the Intramural Research Program at the National Institutes of Health, National Institute of Environmental Health Sciences (ZIA103321).""",No,NA,No,NA,10.1080/10937404.2018.1554515,
